name,neighborhood,price
Spacious Luxury 2B2B in the Heart of Manhattan,Manhattan,388
Cozy room in Brooklyn's historical district,Brooklyn,40
Luxury Two Bedroom on High Floor with Great Views,Manhattan,195
Bright room in Bushwick,Brooklyn,40
Bright UES apt close to everything 24hr doorman,Manhattan,109
"2, 3 or 4  Floors, Heart of Greenwich Village",Manhattan,400
Exclusive Dream room 8 mins from JFK Smoking OK!,Queens,45
"Wonderful 3 people room  near M,J, L,G trains",Brooklyn,35
NYUW05-2: Centra Park one bedroom by river,Manhattan,70
NYUW05-4:Columbus university Central Park one room,Manhattan,70
Entire spacious 1 bd apt. Easy commute to City.,Queens,130
Big private room,Queens,70
Cozy NYC Studio with Great Light & Comfort!,Manhattan,99
Private Comfortable Room,Brooklyn,75
Ysa's room,Bronx,24
Sunny 2-Bedroom Union Square Apartment,Manhattan,220
Prospect Lefferts Garden Private rm 30 min to Nyc,Brooklyn,50
Small room for only you :),Queens,39
Adorable walk-up on the high line鈥攚ith views!,Manhattan,175
Stylish Manhattan Bedroom!!,Manhattan,70
Oasis in the Jungle,Manhattan,350
Studio apt in the East Village,Manhattan,120
New Modern Apartment at Center of Manhattan,Manhattan,129
Very quite and convenient location.,Queens,50
Two Bedroom Apt 25 Min From Midtown Manhattan,Bronx,35
Beautiful Spacious Brooklyn Room #1,Brooklyn,45
UPPER WEST SIDE: Renovated Private Cozy Room & BR,Manhattan,82
Perfect Getaway in West Village Duplex,Manhattan,180
Queens Studio.,Queens,55
"Beautiful Cozy Bedroom In Astoria, NYC",Queens,65
Perfect Place to just Sleep while you explore NYC,Manhattan,84
Bright Beautiful 1br Apt in Hipster neighborhood.,Manhattan,150
COZY 1 BED ROOM 10 MINS FROM JFK AND TRAIN STATION,Queens,55
Exclusive home near JFK and Long Island Rail Road.,Queens,70
"Master bedroom in sunny, renovated, corner apt",Brooklyn,78
Beautiful Brownstone Apartment in Sugar Hill,Manhattan,148
Sweet,Manhattan,350
"Beautiful, spacious three bedroom apt with terrace",Brooklyn,285
Northern Manhattan Bicycle & Guitar Oasis,Manhattan,129
Luxury 2 bedroom/2 bathroom apartment in Manhattan,Manhattan,370
luxury apartment in east village,Manhattan,150
Harlem Musicians Home !!,Manhattan,85
Spacious studio on quiet tree lined street,Brooklyn,75
Majestic Mansion LifeStyle :),Queens,2600
Great studio in Carroll Gardens.,Brooklyn,110
Furnished Upper West Side near Central Park,Manhattan,80
Light Filled 1BDRM in Clinton Hill,Brooklyn,100
Quintessential West Village Getaway,Manhattan,250
Beautiful 1 Bedroom,Manhattan,150
Victorian Brooklyn Spacious Living!,Brooklyn,110
Charming Red Hook loft with yard,Brooklyn,122
Luxury 2BR/2BA by Grand Central with views,Manhattan,375
Essex House in front of Central Park!,Manhattan,399
"Absolutely stunning 3bed 1ba, Thank me later!",Brooklyn,201
1 Private BR in the heart of Fidi!,Manhattan,150
New Luxury Brooklyn Apartment Near Manhattan,Brooklyn,95
Art/Musician Loft Space in Greenpoint,Brooklyn,69
Most Convenient Apartment in Upper Manhattan,Manhattan,75
The Heart of the Bronx,Bronx,103
Beautiful Brownstone in Bed-Suy Brooklyn,Brooklyn,150
COZY ROOM IN THE HEARTOF BROOKLYN (420 FRIENDLY),Brooklyn,46
Quiet Bright Park Slope BK room w/private bathroom,Brooklyn,95
Clean Beautiful New apartment renovated in 2019,Manhattan,35
Incredible Location! Flatiron 4BR Loft!,Manhattan,199
"Beautiful room in Brooklyn, 2 min ocean and train",Brooklyn,80
Best Hood in NYC. Private Bedroom in ASTORIA!!,Queens,62
Comfortable quiet single room in beautiful Astoria,Queens,65
Artsy apartment in Crown Heights next to Subway,Brooklyn,85
Center Located OneBedroom CloseTo LGA Train7/E/F,Queens,109
Large Studio close to everything,Brooklyn,90
Bed-Stuy 2 Bed/2 Bath - Newly Renovated,Brooklyn,175
"Central, spacious, beautiful, well-appointed 1-br",Manhattan,190
One bedroom apartment in the Heart of Williamsburg,Brooklyn,170
Spacious apt in NYC minutes away from midtown,Manhattan,130
"Brooklyn Heights Contemporary Gem, 3 Bed, 2 Bath",Brooklyn,600
"Bright and Spacious in Bed Stuy, Brooklyn",Brooklyn,100
"Cool, clean and confortable 1 bedroom in Bushwick",Brooklyn,150
LUXE bedroom in HUGE 2BR APT! Wash/Dry! Terrace!,Brooklyn,79
Beautiful Bright TriBeCa Loft - steps from Soho!,Manhattan,290
Brenda's Palace,Brooklyn,110
Private room for CAT LOVERS,Manhattan,50
#2 Make yourself at home. (close to LGA and JFK),Queens,53
"A beautiful, Bright , Specious 2 Bedroom apt",Brooklyn,80
LES Bachelor/ette Pad,Manhattan,200
"#4 Cozy studio, 2 blocks from CENTRAL PARK",Manhattan,180
"Treat yourself to Complete, Private Tranquility",Queens,80
LUXURY 2BED 2 BATH/ LINCOLN CENTER,Manhattan,260
SPACIOUS 4BR/2BA APT W/PRIVATE OUTDOOR SPACE UWS,Manhattan,190
Beautiful Spacious Brooklyn Room #2,Brooklyn,45
Private large bedroom with skylight in Loft.,Brooklyn,75
Sunny studio in great location,Queens,100
E. Williamsburg/Bushwick/Bedstuy Private Bedroom,Brooklyn,75
Homely Peaceful Apartment. Close to JFK,Queens,50
Lower East Side at East Broadway 2b,Manhattan,125
Split level entire 2Bedroom Apt.,Queens,95
Clean and convenient in the heart of Brooklyn,Brooklyn,126
Cozy Fully Furnished,Brooklyn,150
Cozy Bedroom on Upper west near Columbia U,Manhattan,40
"Cozy, charming, quiet and modern one bedroom apt!",Bronx,125
30 days minimum Time square West Midtown apartment,Manhattan,4100
"#2 Cozy 1 bedroom apartment,2 block to CENTRALPARK",Manhattan,180
"#3 Cozy Studio , 2 blocks from Central Park",Manhattan,165
Cozy Studio Apt Brooklyn Close to Brighton & Coney,Brooklyn,85
Beautiful Bed-Stuy Brownstone w/ Outdoor Oasis,Brooklyn,199
Private room in light + plant filled zen oasis!!,Brooklyn,90
"Comfy Kips Bay 1BR w/ Gym, Doorman + Sundecks, walk to MSG by Blueground",Manhattan,263
Furnished East Village Studio Apartment,Manhattan,89
"Private, Sunny Room in Prime Williamsburg",Brooklyn,65
Sunny loft-  private room & private living-room,Brooklyn,45
Harlem Quite haven 15 minutes to Time Square !!!!!,Manhattan,70
Manhattan luxury studio(near Columbia Circle),Manhattan,250
Beautiful apartment in Bedstuy Brooklyn,Brooklyn,60
Gorgeous bedroom w/ensuite bath-East Williamsburg,Brooklyn,65
Midtown East Gem with PRIVATE Terrace,Manhattan,130
GORGEOUS 1-bdrm with PRIVATE YARD & washer/dryer,Brooklyn,135
Large 1 Bedroom Apartment,Manhattan,140
"San Carlos Hotel One Bedrm Suite/3 beds, up to 6",Manhattan,399
Comfy Brooklyn escape w/ quick access to Manhattan,Brooklyn,75
Artsy and bright Studio apartment in Brooklyn,Brooklyn,89
Huge Designer Loft- View of New York City Skyline!,Brooklyn,250
renovated sunnyside with NY city views,Queens,131
Quiet Room ideal for Students or young workers NYC,Manhattan,58
Stunning 3 bedroom in townhouse right on Union Sq,Manhattan,700
The Sweet,Bronx,120
Stylish Bedroom!! Manhattan!!!,Manhattan,100
Manhatan Stylish Bedroom,Manhattan,85
Welcome home,Manhattan,215
Entire place on the upper east side,Manhattan,199
Garden Apartment in Bushwick,Brooklyn,150
Spacious bedroom walking distance from Columbia!,Manhattan,85
Beautiful bedroom w/private bath-E.Williamsburg,Brooklyn,85
LARGE PRIVATE ROOM IN GREAT NEIGHBORHOOD! UES.,Manhattan,98
The Australian Bear-Rug Master Bedroom in NYC,Manhattan,293
East Village sanctuary.,Manhattan,125
The Love Shack,Brooklyn,65
NYC cozy apartment close to staten island ferry,Staten Island,85
Welcome,Brooklyn,120
large & spacious bedroom-Williamsburg,Brooklyn,69
Spacious/Comfortable Close to Yankee Stadium/City,Bronx,63
1 BR Suite in Midtown Manhattan,Manhattan,250
The Shambhala House,Brooklyn,58
Luxury City Lights Suite,Manhattan,310
Magical Brooklyn Space *20 MIN to Manhattan!*,Brooklyn,41
Midtown Manhattan Suite,Manhattan,261
"Astoria Spacious Room 
All included,Great location",Queens,80
NO CLEANING FEE! 1.5 blocks from 2 train. Fridge!,Bronx,39
Brand New 1BR prime UES~W/D the unit Best Value,Manhattan,180
Private Patio and Bathroom - Two Bedroom  (Girls),Bronx,100
Sonder | The Biltmore | Sunny Studio + Rooftop,Manhattan,175
Bright Private Room,Brooklyn,44
Sonder | The Biltmore | Cozy Studio + Kitchen,Manhattan,177
"Convenient, Convenient and Comfortable",Queens,49
Comfy and Convenient Private Room,Queens,44
Visitors Dream,Queens,44
"Beautiful Cozy room in Hell鈥檚 Kitchen,Times Square",Manhattan,149
Royal Court,Queens,300
Huge Apartment with Amazing City Views,Queens,140
"Quiet, Private room in Brooklyn Brownstone",Brooklyn,35
Manhattan luxury building super large studio,Manhattan,140
Modern 1 Bedroom in Brooklyn,Brooklyn,75
Spacious Room w/ oversized closet in East Harlem,Manhattan,90
King Size Dream Room,Brooklyn,74
ST MARKS /heart of EAST VILLAGE sleep up to 8,Manhattan,396
1 stop away from Manhattan- HUGE Williamsburg room,Brooklyn,70
Bedroom in NYC - Minutes to Central Park!!,Manhattan,100
Bedroom in NYC!! - Minutes to Central Park!!,Manhattan,100
Bedroom in NYC - Minutes to Central Park!!,Manhattan,100
NYC Bedroom!! - Minutes to Central Park!!,Manhattan,180
Amazing Studio in the heart of Midtown Manhattan,Manhattan,220
Sunny and Bright Brooklyn Duplex,Brooklyn,195
Luda and David Nest to share.,Queens,75
Luxury Suite in Midtown Manhattan,Manhattan,310
"STUNNING BRAND NEW 2 BDR APT IN GREENPOINT, BKLN",Brooklyn,300
"Sunny room, Downtown NY, 2 Bridges, Chinatown L",Manhattan,85
"Comfort room in Downtown NYC, Chinatown, Soho W",Manhattan,85
COZY Room @Williamsburg (10 mins to Manhattan),Brooklyn,65
Manhattan Club Suite,Manhattan,310
Sunny Bedroom in Ridgewood Apartment!,Queens,50
2 Rooms in pvt house-15 mins to NYC & free ferry,Staten Island,78
Spacious Manhattan Club Suite,Manhattan,275
1 BR Suite in Midtown Manhattan,Manhattan,250
1 room in private house - 15 mins to NYC & Ferry,Staten Island,50
Luxury Metropolitan Suite,Manhattan,275
"Cozy room in Downtown Manhattan, 2 Bridges, Soho Y",Manhattan,85
Beautiful Bright Brooklyn BedRoom *20 Min to City*,Brooklyn,41
"Big, Quiet Apartment with Two Cats, Central Park",Manhattan,144
Astoria Bedroom 20 minutes away from the city,Queens,69
Charming place in the heart of Manhattan.,Manhattan,230
Crashpad in Clinton Hill,Brooklyn,69
Spacious bedroom in Williamsburg,Brooklyn,40
Cozy East Village walk up,Manhattan,151
Harlem Sanctuary 1,Manhattan,275
beautiful studio apt in the village,Manhattan,180
Harlem Sanctuary 2,Manhattan,55
Large private bedroom in prime West Village!,Manhattan,120
studio appt,Manhattan,350
Room in Washingtom Heights (Manhattan),Manhattan,60
瀹夐潤 骞插噣 娓╂殩鐨勫皬灞,Queens,75
"10 min to Manhattan, no cleaning fee!",Queens,110
"Gym, Rooftop, Pool Lux mater bedroom/private bath",Manhattan,129
Rooftop pool view Lux private room,Manhattan,129
"Bed-Stuy, Brooklyn apt w/ rooftop & skyline view.",Brooklyn,55
LUXURIOUS! Private Bedroom/Bath near Central Park,Manhattan,217
Nice Manhattan room close to Apollo & transpo!,Manhattan,37
Beautiful 2BR in Vibrant Area!,Manhattan,299
Calm Comfortable Brooklyn Retreat,Brooklyn,120
"Quiet, East Village Bedroom for Sublet (Queen bed)",Manhattan,65
Sunset Park Retreat - 3 blocks from train station!,Brooklyn,135
Spacious room and private bath in Williamsburg,Brooklyn,75
Spectacular Luxury Park Slope Brownstone,Brooklyn,700
Lincoln Center Haven - private room with ensuite,Manhattan,159
Brooklyn 1 Bedroom Apartment,Brooklyn,100
"Designers apartment on the Upper East, 2 entrances",Manhattan,100
Wake up to Statue of Liberty view,Manhattan,300
Gorgeous queen size oasis,Queens,85
Sunny Happy Artist room close to train,Brooklyn,45
Spacious & Bright Brooklyn Getaway near trains,Brooklyn,75
Sunny and Zen room in Chelsea,Manhattan,100
Cozy Room in BK Brownstone w/ Breakfast,Brooklyn,45
Urban Oasis Junior,Brooklyn,135
StudioAptWithSeparateKitchen-20min from Manhattan,Queens,71
First Class King Suite Midtown Manhattan | Outdoor Restaurant Terrace,Manhattan,210
"Beautiful, large, sunny private bedroom available",Brooklyn,70
Bright & Comfortable East Village Oasis,Manhattan,165
PARADISE HOME,Queens,165
Modern studio/private entrance/superb location,Staten Island,55
First Class Suite in Midtown Manhattan | Manhattan Skyline View,Manhattan,209
Large Charming 1-Bedroom apt in Brownstone,Brooklyn,125
NYC Luxury | Penthouse Suite + Private Outdoor Terrace + Tub,Manhattan,794
Midtown Manhattan Space | Chic Design + Outdoor Terrace + Rain Shower,Manhattan,146
Corner Room in Midtown Manhattan | Outdoor Terrace + Fitness Center,Manhattan,197
Private Terrace + Outdoor Cold Water Soaking Tub | Midtown Manhattan,Manhattan,297
Room with a View | Enjoy the Manhattan Skyline + Outdoor Terrace,Manhattan,166
Midtown Manhattan Room | Outdoor Terrace + Co-working Space,Manhattan,166
Chic Room in Midtown Manhattan | Outdoor Restaurant Terrace + Smart TV,Manhattan,135
180 Degree View of Midtown Manhattan + Hudson River + Empire State,Manhattan,500
Quiet Oasis in Brooklyn with Garden Patio,Brooklyn,90
Sun drenched private apartment,Brooklyn,140
"Bright, spacious Brooklyn Loft with large terrace",Brooklyn,80
Williamsburg Resort 15 Mins. to Manhattan!,Brooklyn,200
Luxury Apartment with Balcony,Manhattan,200
Loft on the Brooklyn Waterfront,Brooklyn,250
Nice and Cozy 2 bedrooms apartment near Manhattan,Queens,190
Angela's Sweet Suite (Shared-Females Only),Manhattan,35
Sunny Brooklyn apartment,Brooklyn,125
Stylish  2 bedroom in the heart of manhattan,Manhattan,280
1860鈥檚 Vanderbilt Mansion - 19th century details,Brooklyn,249
Soho 1 Bedroom Apartment Near Tons of Restaurants,Manhattan,200
Subletting an amazing room!!!,Manhattan,75
East Harlem room with private bathroom!,Manhattan,124
Unique & Stylish Apartment in Chelsea,Manhattan,120
Large room with private bathroom in East Harlem!,Manhattan,125
Private Room in 4 Bedroom Apartment in Upper West,Manhattan,37
Rento c贸moda habitaci贸n para pareja oh persona sol,Bronx,58
Short term Queen size sofa-bed in living room,Manhattan,95
Room in a Stylish & Dreamy Brooklyn loft,Brooklyn,100
Extra Large Central Park/UWS Furnished Room,Manhattan,105
"Beautiful 1.5 Bedroom Oasis, Heart of Williamsburg",Brooklyn,214
Flushing entire apartment in prime location,Queens,250
Confortable y limpio,Manhattan,32
Luxury Miami style apartment,Manhattan,160
Large Parlor Apt Williamsburg Brooklyn NY House,Brooklyn,165
Charming and Luxury 1 Bedroom Apartment,Manhattan,300
Spectacular apartment in Astoria near everywhere,Queens,70
"Room with own living room, 1 stop from Manhattan",Brooklyn,51
Brand new 2 bedroom apartment near yankee stadium,Bronx,85
Lovely bedroom in Brooklyn,Brooklyn,75
UPPER WEST SIDE:Renovated Private Spacious Rm & BR,Manhattan,111
Bright Top Floor + Private Terrace in Williamsburg,Brooklyn,150
Quiet Studio with Balcony near Central Park,Manhattan,175
Spacious 1BR on W 72nd! A dream UWS location!,Manhattan,180
THIES IN HARLEM .,Manhattan,165
Luxury redefined: Splendid sleep in the skies,Manhattan,395
Spacious Artistic 1 Bedroom Loft & High Ceilings,Brooklyn,90
Private Bathroom & Private Bedroom in Clinton Hill,Brooklyn,52
Alphabet Place II by (Hidden by Airbnb),Manhattan,1145
Chic renovated historic 1BR with garden,Brooklyn,225
Spacious 2bd apt in the heart of Manhattan,Manhattan,250
Soho Loft III by (Hidden by Airbnb),Manhattan,1306
"SKY VIEW 1 BEDROOM, 1 MIN TO SUBWAY",Queens,135
Our place in Williamsburg,Brooklyn,150
"Specious light room near Broadway(M,J, L,G trains)",Brooklyn,35
SPACIOUS ROOMS FOR RENT,Brooklyn,40
鈽1800ft虏/195m虏鈽3-Levels鈽匘eck鈽匴alk Score 96鈽匫ffice鈽,Brooklyn,336
Looks Like A Calvin Klein Ad!  Manhattan Loft,Manhattan,320
Private NYC Studio--Near Central Park + East River,Manhattan,150
Stunning Sunny Studio,Manhattan,250
Private room in gated community: walk to ferry!,Bronx,46
Sunny Large Studio Elevator Doorman Gym UN 5226,Manhattan,140
Warm Spacious Bedroom in Historical Harlem!!!,Manhattan,75
Classic modern bedroom-close to everything,Queens,60
"Sexy, Cozy Loft for work and play",Brooklyn,400
Hell's Kitchen Cuteness!!,Manhattan,208
#Private office bedroom PC WiFi Print Scan,Brooklyn,79
Charming Studio,Manhattan,208
Beautiful room in spacious Ft. Greene split level,Brooklyn,72
Gorgeous modern style room near Central Park,Manhattan,90
"Don't miss this BRIGHT, SUNNY getaway in Queens",Queens,70
Modern Brand New 3 Bedroom/2 Baths In Hip Brooklyn,Brooklyn,220
Times Square entire apartment Heart of Big apple!!,Manhattan,200
"Comfortable Stay in Historic, Brooklyn Brownstone",Brooklyn,525
2BR Apartment in Brownstone Brooklyn!,Brooklyn,140
Studio in Brooklyn,Brooklyn,80
"The Crescent. Newly renovated, 5 mins from JFK",Brooklyn,95
Brooklyn 1BR Full Apartment Great Location,Brooklyn,65
Lucio's Room #3 a unos  minutos del JFK y LGA,Queens,75
Cozy haven in the Upper East Side.,Manhattan,125
Spacious bright bedroom w/4 windows,Queens,75
Newly renovated shared room in great neighborhood,Brooklyn,35
Shared room on a boarder of Williamsburg!!!,Brooklyn,35
Spacious Room with Balcony,Queens,55
Executive private room with full size bed- M train,Brooklyn,64
Ast贸ria Queens  Bedroom close to the Subway M  R .,Queens,60
"SOHO LOFT APARTMENT, PRIME NYC LOCATION",Manhattan,450
"Private Room 2 min to Train, TONS of Natural Light",Queens,47
Clean & Modern Getaway in Williamsburg,Brooklyn,163
Cozy Brand New Private Room - Steps from M Train,Queens,47
"Bright, Williamsburg bedroom with private balcony",Brooklyn,75
Charming 2 bedroom apartment in Manhattan,Manhattan,196
Comfy 2 bedroom apartment in Manhattan,Manhattan,174
NEW Spacious & Sunny 1 Bed in Vinegar Hill,Brooklyn,295
E community that is commercially (Website hidden by Airbnb) smoke,Bronx,60
Rooftop & Backyard in the Heart of Williamsburg,Brooklyn,100
Bushwick  /Brooklyn Garden apartment,Brooklyn,199
Private Room in Prime Location - Newly Renovated,Queens,47
Designer Renovated Madison Avenue 1 Bedroom Apt,Manhattan,105
Ultra Modern Sleek Sunny Private Bedroom in House,Brooklyn,50
sofa bed room with outdoor event space,Brooklyn,100
"Sunny, Spacious West Village Two-bed/Two-bath",Manhattan,595
Less is More - in West Chelsea,Manhattan,185
Room in Wonderful and Secure Private House,Bronx,35
King-size sunny bedroom by JMZ and G trains.,Brooklyn,70
Artist apartment in the heart of Brooklyn!,Brooklyn,80
Entire Floor In Landmarked Building,Brooklyn,210
Comfy and cozy room 20 mins away from Manhattan.,Queens,45
"Live Inside of a Painting in Williamsburg, BK",Brooklyn,110
CHIC ASTORIA STUDIO**Near Subway**15minToCity,Queens,109
CHIC EAST VILLAGE LOFT STEPS TO UNION SQUARE,Manhattan,180
Comfy bedroom in apt share 20 mins to City!,Brooklyn,39
Spacious designer鈥檚 flat.,Manhattan,245
"Charming Cozy Apartment, Bushwick Brooklyn",Brooklyn,150
KEW GARDEN HILLS BEST.,Queens,132
Sunny Studio Great View,Manhattan,139
Full  Private Studio - No Roommate Hassle,Manhattan,130
Hudson river and Central Park big room,Manhattan,228
Amazing Hudson river two bedroom apartment,Manhattan,236
"A home away from home,  You will be at home.",Brooklyn,70
Specious Room in Manhattan,Manhattan,97
"Cozy private room, walking distance from LGA, RM-3",Queens,55
Nice Apartment in Brooklyn,Brooklyn,150
BedStuy Private Room (D6),Brooklyn,49
BedStuy Private Room (D7),Brooklyn,49
Modern Private Room & Bathroom - Bushwick,Brooklyn,65
Cozy room next to the L train,Brooklyn,50
1 BR Luxury Apt on Metro Ave in E Williamsburg,Brooklyn,110
Spacious green#3,Brooklyn,45
BedStuy Private Room (D5),Brooklyn,49
Camping/Glamping in NYC!,Bronx,150
"Cozy Private Room, Walking Distance From LGA, Rm 4",Queens,55
Two-Level Garden Apartment in the Heart of Harlem,Manhattan,195
U W S Sunny Queen size bedroom near Columbia UNI*,Manhattan,75
"Cozy Private Room, Walking Distance From LGA, Rm 5",Queens,55
In Times Square Cozy Shared Female Apt,Manhattan,59
"Cozy, Shared Apt in Manhattan only For Female",Manhattan,59
"Cozy Private Room, Walking Distance From LGA, Rm 6",Queens,55
Gorgeous Lower Manhattan studio for summer sublet,Manhattan,135
West village quiet and stylish large 1 bedroom,Manhattan,248
Quiet Room in 3bed apt. Near Grand Central. NYC,Manhattan,48
Charming 2BR/2BA on Upper West Side,Manhattan,300
Cozy kosher home for your stay in NYC,Brooklyn,55
Manhattan XTRA space & luxury for 12. Free Parking,Manhattan,560
BedStuy Private Room (D8),Brooklyn,52
Midtown Manhattan great location (Gramacy park),Manhattan,5100
Large private bedroom New York,Manhattan,65
Sunny apartment on L train in Bushwick/Ridgewood,Queens,89
Residence Near JFK (T1F/ TB4),Queens,39
Charming Upper West Side Apartment,Manhattan,133
Very comfortable  QNS bed judge yourselfg,Staten Island,65
Large Sunny 3Bedroom Apartment with Office,Brooklyn,150
AC Hotel New York Downtown-7 Nights Min,Manhattan,169
AC Hotel New York Downtown-7 Nights Min,Manhattan,169
A Brooklyn Launch Pad,Brooklyn,70
Four Points by Sheraton New York Downtown-7 Nights,Manhattan,169
feel home,Brooklyn,65
Aloft Manhattan Downtown - Financial District,Manhattan,169
Heart of NYC Full Home! 3Beds.2BR.2Bath. Kitchen.,Manhattan,380
2 Bdrm Apt in Heart of Greenwich Village,Manhattan,300
"Park Slope,  Brooklyn",Brooklyn,120
LUXURY APARTMENT,Queens,200
New York City!! Times Square Home!!!,Manhattan,285
Newly renovated garden flat in historic Brooklyn,Brooklyn,175
Moxy NYC Downtown-7 Nights Min,Manhattan,169
"骞插噣鍗敓鐨勭幆澧冩埧,娆㈣繋璁㈡埧",Queens,60
Private 1st Floor with all amenities. Not shared,Queens,70
Aloft Manhattan Downtown-7 Nights Min,Manhattan,169
Four Points by Sheraton New York Downtown-7 Nights,Manhattan,169
Four Points by Sheraton New York Downtown-7 Nights,Manhattan,169
Cozy Williamsburg Bedroom Available,Brooklyn,70
Aloft Manhattan Downtown - Financial District,Manhattan,169
AC Hotel New York Downtown-7 Nights Minimum,Manhattan,169
Manhattan Luxury Private Bedroom!!!,Manhattan,90
Manhattan Luxury Private Bedroom!!,Manhattan,90
Manhattan Luxury Private Bedroom,Manhattan,90
Manhattan Luxury Private Bedroom!,Manhattan,90
Bronx Beauty,Bronx,109
"Bright, cozy getaway in the center of all..",Manhattan,144
Extra Large Midtown East 1 Bedroom Elevator,Manhattan,142
Private Room in the heart of financial district,Manhattan,250
Lavish Private Room with own Bathroom/Williamsburg,Brooklyn,80
BedStuy Private Room (D3),Brooklyn,58
Great Room In Bed-stuy! J TRAIN,Brooklyn,50
Beautiful and Modern 2 Bed- 20 Min To Manhattan,Brooklyn,89
Modern Loft Like Spacious Studio - northern Harlem,Manhattan,159
X-Large Private room in newly renovated apartment,Queens,60
Sunny/Bright apartment / top floor East Harlem,Manhattan,160
"Bright, Modern, Luxurious 2BDR in Williamsburg",Brooklyn,499
Spacious Studio,Bronx,25
Bedroom with Empire State view,Manhattan,120
"Location, Location, Location Close to Central Park",Manhattan,124
Private Room with Private Bathroom Newly Renovated,Queens,70
Comfortable and spacious bedroom suite in Brooklyn,Brooklyn,70
Your own Loft like Studio Apartment sunny near all,Manhattan,127
Industrial bedroom  1 minute to Subway,Brooklyn,69
Cozy modern room in Bushwick,Brooklyn,150
Sun Lit Brooklyn 2 Bedroom Apt w Roof Views,Brooklyn,295
Sustainable event space and rooftop for photoshoot,Manhattan,800
"Cozy shared place in Midtown, close to everything",Manhattan,95
Central Location: Excellent travelers bed,Brooklyn,32
Spacious bedroom in the heart of the West Village,Manhattan,70
Suite Houston - Free Street Parking & WIFI,Manhattan,180
Beautiful sunny bedroom in central Williamsburg,Brooklyn,74
Sunny Cozy Economic Garden Bedroom 4GR,Brooklyn,49
Big Room space in Harlem,Manhattan,81
"Luxury, Location, and Convenience - **RARE FIND**",Manhattan,898
FEMALE SHARED ROOM 3 Single Beds Near Subway-1,Brooklyn,25
Nice and comfortable place for short stay.,Bronx,100
Beautiful 600 ft studio in Soho,Manhattan,230
"HOTEL ROOM LIKE 鈥淟鈥
AFFORDABLE PRICE",Queens,59
Cute room close to M train,Queens,55
Artists Corner,Brooklyn,100
Beautiful Cozy Shared Apt in Manhattan,Manhattan,45
Warm&clean private room near Times Square,Manhattan,138
Jungle room in hip Bushwick,Brooklyn,60
Rochester's Place Comfy Cozy Crown Heights NYC,Brooklyn,85
Comfortable clean overnight bed by Central Park,Manhattan,49
Charming Garden Apt Close to Central Park,Manhattan,160
Shared apartment by the Central Park,Manhattan,45
a brand new cozy shared apartment by Central Park,Manhattan,60
Beautiful cozy shared apartment by Central Park,Manhattan,55
Overnight a brand new apartment in upper east side,Manhattan,45
Entire Cozy 3 Bedroom in private home,Queens,150
Luxury 1 Bedroom Loft,Brooklyn,69
Bright nordic room in pastel colors,Manhattan,59
Comfort room close to Columbia University,Manhattan,87
Sweet Single Room,Brooklyn,65
BEST location in Williamsburg,Brooklyn,85
1 BR Gem w/ Private Patio in East Village,Manhattan,300
鈽匰ingle Room in Backpackers Accommodation鈽,Brooklyn,55
Huge shared space East Village Female guests only,Manhattan,70
Cozy place located in the Heart of Manhattan,Manhattan,95
Cozy&Charming NYC style apt in the heart of SoHo,Manhattan,240
Furnished Bedroom in House w/ LAUNDRY & GARDEN,Brooklyn,50
large room in a 4 bedroom (2bath) apartment,Brooklyn,65
"Mi casa, tu casa!",Manhattan,240
Private Room by Bushwick with Piano & Guitar,Queens,47
Relaxing abode in LES,Manhattan,120
Comfortable 3 Bedroom Loft Apartment,Brooklyn,54
Tribeca Apt w/ Rooftop Views,Manhattan,200
Midtown 2 BED Large Kitchen Free Breakfast Great,Manhattan,419
Cozy Place Right Next to Central Park,Manhattan,95
Sun-filled Private BR in Luxury Chinatown Apt,Manhattan,150
Treat Your self,Queens,55
BR in Luxe Chinatown Apt w/ Private Balcony & Bath,Manhattan,200
21min to Manhattan & Safe Neighborhood&PrivateRoom,Queens,35
Quiet Apartment with Private Backyard,Brooklyn,78
Artist Heaven Garden Loft,Manhattan,450
Stylish Brownstone with Stainless Steel Kitchen,Brooklyn,167
Large private bedroom 15 min from Manhattan,Queens,65
Luxe Modern Private Townhome,Brooklyn,88
"Super comfy Bushwick getaway, 4 min. from the M!",Brooklyn,40
Home Sweet Home,Manhattan,175
Unique Private Suite,Manhattan,135
Cozy and Sunny Bedroom in Private Apartment,Brooklyn,70
Private Bedroom in Original Bed-Stuy Apartment,Brooklyn,109
Cozy shared room in the middle of Manhattan,Manhattan,95
Cozy Place in the Middle of Manhattan,Manhattan,95
Beautiful upper west side apt share,Manhattan,65
Room available in BedStuy condo w/ private yard,Brooklyn,50
Room available in BedStuy condo w/ private yard,Brooklyn,56
Sun Drenched Williamsburg Gem,Brooklyn,125
Large Modern Studio in East Village,Manhattan,160
"Le Chateau Boutique in Le Brooklyn , NY ! Voila !",Brooklyn,99
Williamsburg Charm,Brooklyn,120
"Private, Beautiful Upper Eastside Townhome",Manhattan,950
Spacious Two-Bedroom Apartment with Private Garden,Manhattan,110
Eclectic Space for Chill and Creative Energies,Brooklyn,45
Duplex Townhouse in Heart of Williamsburg,Brooklyn,327
Apartment minutes from manhattan,Queens,110
"NYC SWEET OASIS (POOL, PATIO,& OUTSIDE SPACE)",Queens,190
Convenient and comfy,Queens,120
