date,category,module,turnover
 2019/06/12,娱乐,电影院,202998
 2019/06/13,娱乐,游戏厅,1427
 2019/06/13,零售,电子产品,37324
 2019/06/13,零售,男装,40196
 2019/06/13,零售,童装,47440
 2019/06/13,餐饮,快餐,17010
 2019/06/13,服务,按摩,20483
 2019/06/13,餐饮,面包甜点,25796
 2019/06/13,餐饮,西餐,28736
 2019/06/13,服务,丽人,31987
 2019/06/13,零售,商超,172280
 2019/06/13,服务,运动健身,59327
 2019/06/13,零售,女装,290432
 2019/06/13,服务,教育,135789
 2019/06/13,餐饮,中餐,214738
 2019/06/13,娱乐,KTV,56897
 2019/06/13,娱乐,电影院,210266
 2019/06/14,娱乐,游戏厅,1364
 2019/06/14,零售,电子产品,36368
 2019/06/14,零售,男装,39160
 2019/06/14,零售,童装,46276
 2019/06/14,餐饮,快餐,16401
 2019/06/14,服务,按摩,19128
 2019/06/14,餐饮,面包甜点,24502
 2019/06/14,餐饮,西餐,28101
 2019/06/14,服务,丽人,30279
 2019/06/14,零售,商超,167600
 2019/06/14,服务,运动健身,56605
 2019/06/14,零售,女装,282076
 2019/06/14,服务,教育,128159
 2019/06/14,餐饮,中餐,209207
 2019/06/14,娱乐,KTV,57350
 2019/06/14,娱乐,电影院,204411
 2019/06/15,娱乐,游戏厅,1353
 2019/06/15,零售,电子产品,34292
 2019/06/15,零售,男装,37120
 2019/06/15,零售,童装,43708
 2019/06/15,餐饮,快餐,15337
 2019/06/15,服务,按摩,20381
 2019/06/15,餐饮,面包甜点,22384
 2019/06/15,餐饮,西餐,26726
 2019/06/15,服务,丽人,27463
 2019/06/15,零售,商超,156424
 2019/06/15,服务,运动健身,55367
 2019/06/15,零售,女装,265956
 2019/06/15,服务,教育,133115
 2019/06/15,餐饮,中餐,197900
 2019/06/15,娱乐,KTV,62270
 2019/06/15,娱乐,电影院,233738
 2019/06/16,娱乐,游戏厅,1298
 2019/06/16,零售,电子产品,34420
 2019/06/16,零售,男装,36416
 2019/06/16,零售,童装,42672
 2019/06/16,餐饮,快餐,15187
 2019/06/16,服务,按摩,21058
 2019/06/16,餐饮,面包甜点,22219
 2019/06/16,餐饮,西餐,26090
 2019/06/16,服务,丽人,27463
 2019/06/16,零售,商超,154320
 2019/06/16,服务,运动健身,56158
 2019/06/16,零售,女装,261564
 2019/06/16,服务,教育,137332
 2019/06/16,娱乐,KTV,37585
 2019/06/16,餐饮,中餐,188564
 2019/06/16,娱乐,电影院,289581
 2019/06/17,娱乐,游戏厅,1411
 2019/06/17,零售,电子产品,37248
 2019/06/17,零售,男装,40636
 2019/06/17,零售,童装,46856
 2019/06/17,餐饮,快餐,16782
 2019/06/17,服务,按摩,20225
 2019/06/17,餐饮,面包甜点,24892
 2019/06/17,餐饮,西餐,29310
 2019/06/17,服务,丽人,31956
 2019/06/17,零售,商超,172760
 2019/06/17,服务,运动健身,58467
 2019/06/17,零售,女装,292044
 2019/06/17,服务,教育,134790
 2019/06/17,娱乐,KTV,40019
 2019/06/17,餐饮,中餐,212723
 2019/06/17,娱乐,电影院,269840
 2019/06/18,娱乐,游戏厅,1484
 2019/06/18,零售,电子产品,37528
 2019/06/18,零售,男装,39720
 2019/06/18,零售,童装,46508
 2019/06/18,餐饮,快餐,16487
 2019/06/18,服务,按摩,19731
 2019/06/18,餐饮,面包甜点,24348
 2019/06/18,餐饮,西餐,29110
 2019/06/18,服务,丽人,31636
 2019/06/18,零售,商超,170676
 2019/06/18,服务,运动健身,58255
 2019/06/18,零售,女装,290060
 2019/06/18,服务,教育,132220
 2019/06/18,娱乐,KTV,37880
 2019/06/18,餐饮,中餐,209680
 2019/06/18,娱乐,电影院,277493
 2019/06/19,娱乐,游戏厅,1414
 2019/06/19,零售,电子产品,37072
 2019/06/19,零售,男装,39980
 2019/06/19,零售,童装,47276
 2019/06/19,餐饮,快餐,16621
 2019/06/19,服务,按摩,20005
 2019/06/19,餐饮,面包甜点,24281
 2019/06/19,餐饮,西餐,29471
 2019/06/19,服务,丽人,31794
 2019/06/19,零售,商超,172532
 2019/06/19,服务,运动健身,58226
 2019/06/19,零售,女装,292636
 2019/06/19,服务,教育,134456
 2019/06/19,娱乐,KTV,37077
 2019/06/19,餐饮,中餐,211355
 2019/06/19,娱乐,电影院,279845
 2019/06/20,娱乐,游戏厅,1373
 2019/06/20,零售,电子产品,36880
 2019/06/20,零售,男装,39424
 2019/06/20,零售,童装,46392
 2019/06/20,餐饮,快餐,16324
 2019/06/20,服务,按摩,19746
 2019/06/20,餐饮,面包甜点,23721
 2019/06/20,餐饮,西餐,29088
 2019/06/20,服务,丽人,31621
 2019/06/20,零售,商超,170428
 2019/06/20,服务,运动健身,57796
 2019/06/20,零售,女装,290108
 2019/06/20,服务,教育,133010
 2019/06/20,娱乐,KTV,35655
 2019/06/20,餐饮,中餐,207759
 2019/06/20,娱乐,电影院,286840
 2019/06/21,娱乐,游戏厅,1337
 2019/06/21,零售,电子产品,35696
 2019/06/21,零售,男装,38532
 2019/06/21,零售,童装,45248
 2019/06/21,餐饮,快餐,15605
 2019/06/21,服务,按摩,18356
 2019/06/21,餐饮,面包甜点,22008
 2019/06/21,餐饮,西餐,27752
 2019/06/21,服务,丽人,29604
 2019/06/21,零售,商超,164000
 2019/06/21,服务,运动健身,55137
 2019/06/21,零售,女装,277628
 2019/06/21,服务,教育,126382
 2019/06/21,娱乐,KTV,33187
 2019/06/21,餐饮,中餐,199059
 2019/06/21,娱乐,电影院,303037
 2019/06/22,娱乐,游戏厅,1273
 2019/06/22,零售,电子产品,34388
 2019/06/22,零售,男装,36040
 2019/06/22,零售,童装,42608
 2019/06/22,餐饮,快餐,14588
 2019/06/22,服务,按摩,19521
 2019/06/22,餐饮,面包甜点,20081
 2019/06/22,餐饮,西餐,26145
 2019/06/22,服务,丽人,26466
 2019/06/22,零售,商超,153528
 2019/06/22,服务,运动健身,53949
 2019/06/22,零售,女装,259280
 2019/06/22,娱乐,KTV,30391
 2019/06/22,服务,教育,131149
 2019/06/22,餐饮,中餐,185981
 2019/06/22,娱乐,电影院,320390
 2019/06/23,娱乐,游戏厅,1293
 2019/06/23,零售,电子产品,34732
 2019/06/23,零售,男装,36652
 2019/06/23,零售,童装,42944
 2019/06/23,餐饮,快餐,14746
 2019/06/23,服务,按摩,20594
 2019/06/23,餐饮,面包甜点,20704
 2019/06/23,餐饮,西餐,26684
 2019/06/23,服务,丽人,27280
 2019/06/23,零售,商超,155620
 2019/06/23,服务,运动健身,55293
 2019/06/23,零售,女装,263304
 2019/06/23,娱乐,KTV,30785
 2019/06/23,服务,教育,139354
 2019/06/23,餐饮,中餐,189118
 2019/06/23,娱乐,电影院,315690
 2019/06/24,娱乐,游戏厅,1410
 2019/06/24,零售,电子产品,37508
 2019/06/24,零售,男装,40792
 2019/06/24,零售,童装,46820
 2019/06/24,餐饮,快餐,15748
 2019/06/24,服务,按摩,19398
 2019/06/24,餐饮,面包甜点,22189
 2019/06/24,餐饮,西餐,29407
 2019/06/24,服务,丽人,31690
 2019/06/24,零售,商超,172084
 2019/06/24,服务,运动健身,58343
 2019/06/24,零售,女装,291864
 2019/06/24,娱乐,KTV,33251
 2019/06/24,服务,教育,135911
 2019/06/24,餐饮,中餐,207909
 2019/06/24,娱乐,电影院,301889
 2019/06/25,娱乐,游戏厅,1386
 2019/06/25,零售,电子产品,37088
 2019/06/25,零售,男装,40308
 2019/06/25,零售,童装,46832
 2019/06/25,餐饮,快餐,15660
 2019/06/25,服务,按摩,19710
 2019/06/25,餐饮,面包甜点,21821
 2019/06/25,餐饮,西餐,29363
 2019/06/25,服务,丽人,31552
 2019/06/25,零售,商超,172164
 2019/06/25,服务,运动健身,58255
 2019/06/25,零售,女装,291240
 2019/06/25,娱乐,KTV,32296
 2019/06/25,服务,教育,137396
 2019/06/25,餐饮,中餐,206401
 2019/06/25,娱乐,电影院,306085
 2019/06/26,娱乐,游戏厅,1425
 2019/06/26,零售,电子产品,37612
 2019/06/26,零售,男装,40824
 2019/06/26,零售,童装,47060
 2019/06/26,餐饮,快餐,15783
 2019/06/26,服务,按摩,20082
 2019/06/26,餐饮,面包甜点,21766
 2019/06/26,餐饮,西餐,29453
 2019/06/26,服务,丽人,31796
 2019/06/26,零售,商超,173068
 2019/06/26,服务,运动健身,58734
 2019/06/26,零售,女装,295820
 2019/06/26,娱乐,KTV,31487
 2019/06/26,服务,教育,140317
 2019/06/26,餐饮,中餐,206783
 2019/06/26,娱乐,电影院,309084
 2019/06/27,娱乐,游戏厅,1439
 2019/06/27,零售,电子产品,37520
 2019/06/27,零售,男装,40600
 2019/06/27,零售,童装,46424
 2019/06/27,餐饮,快餐,15501
 2019/06/27,服务,按摩,19794
 2019/06/27,餐饮,面包甜点,21178
 2019/06/27,餐饮,西餐,28887
 2019/06/27,服务,丽人,31144
 2019/06/27,零售,商超,172384
 2019/06/27,服务,运动健身,58719
 2019/06/27,零售,女装,293708
 2019/06/27,娱乐,KTV,30754
 2019/06/27,服务,教育,140218
 2019/06/27,餐饮,中餐,204162
 2019/06/27,娱乐,电影院,312144
 2019/06/28,娱乐,游戏厅,1359
 2019/06/28,零售,电子产品,36496
 2019/06/28,零售,男装,39164
 2019/06/28,零售,童装,45072
 2019/06/28,餐饮,快餐,14922
 2019/06/28,服务,按摩,19363
 2019/06/28,餐饮,面包甜点,20287
 2019/06/28,餐饮,西餐,27929
 2019/06/28,服务,丽人,29619
 2019/06/28,零售,商超,165840
 2019/06/28,服务,运动健身,56823
 2019/06/28,零售,女装,282188
 2019/06/28,娱乐,KTV,29274
 2019/06/28,服务,教育,138241
 2019/06/28,餐饮,中餐,196219
 2019/06/28,娱乐,电影院,319848
 2019/06/29,娱乐,游戏厅,1319
 2019/06/29,零售,电子产品,35052
 2019/06/29,零售,男装,37880
 2019/06/29,零售,童装,43104
 2019/06/29,餐饮,快餐,14260
 2019/06/29,餐饮,面包甜点,19157
 2019/06/29,服务,按摩,20485
 2019/06/29,餐饮,西餐,26728
 2019/06/29,服务,丽人,26880
 2019/06/29,零售,商超,156436
 2019/06/29,服务,运动健身,56312
 2019/06/29,零售,女装,266740
 2019/06/29,娱乐,KTV,27705
 2019/06/29,服务,教育,144833
 2019/06/29,餐饮,中餐,186392
 2019/06/29,娱乐,电影院,327002
 2019/06/30,娱乐,游戏厅,1349
 2019/06/30,零售,电子产品,35756
 2019/06/30,零售,男装,38248
 2019/06/30,零售,童装,43884
 2019/06/30,餐饮,快餐,14514
 2019/06/30,餐饮,面包甜点,19473
 2019/06/30,服务,按摩,21359
 2019/06/30,餐饮,西餐,27244
 2019/06/30,服务,丽人,27552
 2019/06/30,零售,商超,160112
 2019/06/30,服务,运动健身,58260
 2019/06/30,零售,女装,273868
 2019/06/30,娱乐,KTV,28336
 2019/06/30,服务,教育,152777
 2019/06/30,餐饮,中餐,189693
 2019/06/30,娱乐,电影院,319862
 2019/07/01,娱乐,游戏厅,1471
 2019/07/01,零售,电子产品,38980
 2019/07/01,零售,男装,42640
 2019/07/01,零售,童装,48652
 2019/07/01,餐饮,快餐,15967
 2019/07/01,餐饮,面包甜点,21473
 2019/07/01,服务,按摩,22726
 2019/07/01,餐饮,西餐,30880
 2019/07/01,服务,丽人,32654
 2019/07/01,零售,商超,180568
 2019/07/01,服务,运动健身,63449
 2019/07/01,零售,女装,311288
 2019/07/01,娱乐,KTV,31871
 2019/07/01,服务,教育,161285
 2019/07/01,餐饮,中餐,215872
 2019/07/01,娱乐,电影院,298089
 2019/07/02,娱乐,游戏厅,1461
 2019/07/02,零售,电子产品,39444
 2019/07/02,零售,男装,42936
 2019/07/02,零售,童装,49556
 2019/07/02,餐饮,快餐,16056
 2019/07/02,餐饮,面包甜点,21228
 2019/07/02,服务,按摩,22483
 2019/07/02,餐饮,西餐,31381
 2019/07/02,服务,丽人,33112
 2019/07/02,零售,商超,180816
 2019/07/02,服务,运动健身,63857
 2019/07/02,零售,女装,313968
 2019/07/02,娱乐,KTV,30881
 2019/07/02,服务,教育,164743
 2019/07/02,餐饮,中餐,217329
 2019/07/02,娱乐,电影院,303082
 2019/07/03,娱乐,游戏厅,1441
 2019/07/03,零售,电子产品,39184
 2019/07/03,零售,男装,42556
 2019/07/03,零售,童装,49392
 2019/07/03,餐饮,快餐,16065
 2019/07/03,餐饮,面包甜点,21092
 2019/07/03,服务,按摩,22497
 2019/07/03,餐饮,西餐,31180
 2019/07/03,服务,丽人,32989
 2019/07/03,零售,商超,181648
 2019/07/03,服务,运动健身,64530
 2019/07/03,零售,女装,315292
 2019/07/03,娱乐,KTV,30493
 2019/07/03,服务,教育,169504
 2019/07/03,餐饮,中餐,217519
 2019/07/03,娱乐,电影院,305713
 2019/07/04,娱乐,游戏厅,1495
 2019/07/04,零售,电子产品,40236
 2019/07/04,零售,男装,43392
 2019/07/04,零售,童装,50396
 2019/07/04,餐饮,快餐,16205
 2019/07/04,餐饮,面包甜点,21376
 2019/07/04,服务,按摩,22832
 2019/07/04,餐饮,西餐,31403
 2019/07/04,服务,丽人,32984
 2019/07/04,零售,商超,183368
 2019/07/04,服务,运动健身,65688
 2019/07/04,零售,女装,318896
 2019/07/04,娱乐,KTV,30716
 2019/07/04,服务,教育,173838
 2019/07/04,餐饮,中餐,219124
 2019/07/04,娱乐,电影院,305134
 2019/07/05,娱乐,游戏厅,1419
 2019/07/05,零售,电子产品,39360
 2019/07/05,零售,男装,42376
 2019/07/05,零售,童装,49148
 2019/07/05,餐饮,快餐,15940
 2019/07/05,餐饮,面包甜点,21015
 2019/07/05,服务,按摩,23023
 2019/07/05,餐饮,西餐,30887
 2019/07/05,服务,丽人,31809
 2019/07/05,零售,商超,179904
 2019/07/05,服务,运动健身,64746
 2019/07/05,零售,女装,313556
 2019/07/05,娱乐,KTV,30098
 2019/07/05,服务,教育,176296
 2019/07/05,餐饮,中餐,216373
 2019/07/05,娱乐,电影院,307807
 2019/07/06,娱乐,游戏厅,1396
 2019/07/06,零售,电子产品,37772
 2019/07/06,零售,男装,41008
 2019/07/06,零售,童装,47204
 2019/07/06,餐饮,快餐,15640
 2019/07/06,餐饮,面包甜点,20212
 2019/07/06,服务,按摩,23383
 2019/07/06,服务,丽人,28922
 2019/07/06,餐饮,西餐,30083
 2019/07/06,零售,商超,171312
 2019/07/06,服务,运动健身,64585
 2019/07/06,零售,女装,297888
 2019/07/06,娱乐,KTV,29275
 2019/07/06,服务,教育,183131
 2019/07/06,餐饮,中餐,208197
 2019/07/06,娱乐,电影院,311012
 2019/07/07,娱乐,游戏厅,1430
 2019/07/07,零售,电子产品,38584
 2019/07/07,零售,男装,41588
 2019/07/07,零售,童装,48212
 2019/07/07,餐饮,快餐,15818
 2019/07/07,餐饮,面包甜点,20611
 2019/07/07,服务,按摩,24354
 2019/07/07,服务,丽人,29705
 2019/07/07,餐饮,西餐,30961
 2019/07/07,零售,商超,174728
 2019/07/07,服务,运动健身,66844
 2019/07/07,零售,女装,305512
 2019/07/07,娱乐,KTV,30435
 2019/07/07,服务,教育,191714
 2019/07/07,餐饮,中餐,214209
 2019/07/07,娱乐,电影院,303514
 2019/07/08,娱乐,游戏厅,1541
 2019/07/08,零售,电子产品,41868
 2019/07/08,零售,男装,45528
 2019/07/08,零售,童装,52684
 2019/07/08,餐饮,快餐,17090
 2019/07/08,餐饮,面包甜点,22196
 2019/07/08,服务,按摩,25204
 2019/07/08,餐饮,西餐,34390
 2019/07/08,服务,丽人,34604
 2019/07/08,零售,商超,194240
 2019/07/08,服务,运动健身,71459
 2019/07/08,零售,女装,339568
 2019/07/08,娱乐,KTV,33522
 2019/07/08,服务,教育,201796
 2019/07/08,餐饮,中餐,236910
 2019/07/08,娱乐,电影院,289192
 2019/07/09,娱乐,游戏厅,1545
 2019/07/09,零售,电子产品,42276
 2019/07/09,零售,男装,46208
 2019/07/09,零售,童装,53300
 2019/07/09,餐饮,快餐,17420
 2019/07/09,餐饮,面包甜点,22468
 2019/07/09,服务,按摩,25942
 2019/07/09,服务,丽人,34911
 2019/07/09,餐饮,西餐,35099
 2019/07/09,零售,商超,197272
 2019/07/09,服务,运动健身,72669
 2019/07/09,零售,女装,344068
 2019/07/09,娱乐,KTV,33944
 2019/07/09,服务,教育,208115
 2019/07/09,餐饮,中餐,242176
 2019/07/09,娱乐,电影院,286504
 2019/07/10,娱乐,游戏厅,1557
 2019/07/10,零售,电子产品,42712
 2019/07/10,零售,男装,46444
 2019/07/10,零售,童装,53808
 2019/07/10,餐饮,快餐,17721
 2019/07/10,餐饮,面包甜点,22757
 2019/07/10,服务,按摩,25881
 2019/07/10,服务,丽人,34839
 2019/07/10,餐饮,西餐,35783
 2019/07/10,零售,商超,197424
 2019/07/10,服务,运动健身,72818
 2019/07/10,零售,女装,347756
 2019/07/10,娱乐,KTV,34314
 2019/07/10,服务,教育,210125
 2019/07/10,餐饮,中餐,245299
 2019/07/10,娱乐,电影院,284221
 2019/07/11,娱乐,游戏厅,1595
 2019/07/11,零售,电子产品,43284
 2019/07/11,零售,男装,47048
 2019/07/11,零售,童装,53800
 2019/07/11,餐饮,快餐,17833
 2019/07/11,餐饮,面包甜点,23024
 2019/07/11,服务,按摩,25615
 2019/07/11,服务,丽人,35185
 2019/07/11,餐饮,西餐,36322
 2019/07/11,零售,商超,199024
 2019/07/11,服务,运动健身,73137
 2019/07/11,零售,女装,350476
 2019/07/11,娱乐,KTV,34740
 2019/07/11,服务,教育,212899
 2019/07/11,餐饮,中餐,248084
 2019/07/11,娱乐,电影院,281213
 2019/07/12,娱乐,游戏厅,1576
 2019/07/12,零售,电子产品,42332
 2019/07/12,零售,男装,45508
 2019/07/12,零售,童装,53504
 2019/07/12,餐饮,快餐,17745
 2019/07/12,餐饮,面包甜点,22854
 2019/07/12,服务,按摩,25876
 2019/07/12,服务,丽人,34265
 2019/07/12,餐饮,西餐,36034
 2019/07/12,零售,商超,194808
 2019/07/12,服务,运动健身,73125
 2019/07/12,零售,女装,344708
 2019/07/12,娱乐,KTV,34835
 2019/07/12,服务,教育,213138
 2019/07/12,餐饮,中餐,245618
 2019/07/12,娱乐,电影院,280587
 2019/07/13,娱乐,游戏厅,1492
 2019/07/13,零售,电子产品,40520
 2019/07/13,零售,男装,43104
 2019/07/13,零售,童装,50460
 2019/07/13,餐饮,快餐,16884
 2019/07/13,餐饮,面包甜点,21943
 2019/07/13,服务,按摩,25410
 2019/07/13,服务,丽人,30629
 2019/07/13,餐饮,西餐,34515
 2019/07/13,零售,商超,182340
 2019/07/13,服务,运动健身,70804
 2019/07/13,零售,女装,322660
 2019/07/13,娱乐,KTV,32896
 2019/07/13,服务,教育,211601
 2019/07/13,餐饮,中餐,233850
 2019/07/13,娱乐,电影院,288838
 2019/07/14,娱乐,游戏厅,1502
 2019/07/14,零售,电子产品,41192
 2019/07/14,零售,男装,43728
 2019/07/14,零售,童装,50772
 2019/07/14,餐饮,快餐,17101
 2019/07/14,餐饮,面包甜点,22245
 2019/07/14,服务,按摩,25666
 2019/07/14,服务,丽人,31124
 2019/07/14,餐饮,西餐,35024
 2019/07/14,零售,商超,184676
 2019/07/14,服务,运动健身,71828
 2019/07/14,零售,女装,327604
 2019/07/14,娱乐,KTV,33644
 2019/07/14,服务,教育,216787
 2019/07/14,餐饮,中餐,238628
 2019/07/14,娱乐,电影院,284783
 2019/07/15,娱乐,游戏厅,1598
 2019/07/15,零售,电子产品,43912
 2019/07/15,零售,男装,47616
 2019/07/15,零售,童装,55168
 2019/07/15,餐饮,快餐,18300
 2019/07/15,餐饮,面包甜点,24221
 2019/07/15,服务,按摩,26365
 2019/07/15,服务,丽人,35769
 2019/07/15,餐饮,西餐,38390
 2019/07/15,零售,商超,201696
 2019/07/15,服务,运动健身,75440
 2019/07/15,零售,女装,359684
 2019/07/15,娱乐,KTV,37038
 2019/07/15,服务,教育,222709
 2019/07/15,餐饮,中餐,260780
 2019/07/15,娱乐,电影院,269414
 2019/07/16,娱乐,游戏厅,1615
 2019/07/16,零售,电子产品,43460
 2019/07/16,零售,男装,47364
 2019/07/16,零售,童装,54924
 2019/07/16,餐饮,快餐,18481
 2019/07/16,餐饮,面包甜点,24047
 2019/07/16,服务,按摩,25962
 2019/07/16,服务,丽人,35853
 2019/07/16,餐饮,西餐,39194
 2019/07/16,零售,商超,201632
 2019/07/16,服务,运动健身,74938
 2019/07/16,零售,女装,359876
 2019/07/16,娱乐,KTV,37315
 2019/07/16,服务,教育,222772
 2019/07/16,餐饮,中餐,263719
 2019/07/16,娱乐,电影院,268225
 2019/07/17,娱乐,游戏厅,1617
 2019/07/17,零售,电子产品,43692
 2019/07/17,零售,男装,47160
 2019/07/17,零售,童装,55136
 2019/07/17,餐饮,快餐,18497
 2019/07/17,餐饮,面包甜点,24360
 2019/07/17,服务,按摩,25870
 2019/07/17,服务,丽人,36116
 2019/07/17,餐饮,西餐,39576
 2019/07/17,零售,商超,201984
 2019/07/17,服务,运动健身,75488
 2019/07/17,零售,女装,361432
 2019/07/17,娱乐,KTV,37553
 2019/07/17,服务,教育,223144
 2019/07/17,餐饮,中餐,265896
 2019/07/17,娱乐,电影院,266468
 2019/07/18,娱乐,游戏厅,1596
 2019/07/18,零售,电子产品,43612
 2019/07/18,零售,男装,47560
 2019/07/18,零售,童装,54544
 2019/07/18,餐饮,快餐,18677
 2019/07/18,餐饮,面包甜点,24376
 2019/07/18,服务,按摩,25730
 2019/07/18,服务,丽人,35636
 2019/07/18,餐饮,西餐,39683
 2019/07/18,零售,商超,200876
 2019/07/18,服务,运动健身,75394
 2019/07/18,零售,女装,359956
 2019/07/18,娱乐,KTV,37743
 2019/07/18,服务,教育,222989
 2019/07/18,餐饮,中餐,265296
 2019/07/18,娱乐,电影院,266264
 2019/07/19,娱乐,游戏厅,1555
 2019/07/19,零售,电子产品,43396
 2019/07/19,零售,男装,46392
 2019/07/19,零售,童装,54388
 2019/07/19,餐饮,快餐,18566
 2019/07/19,餐饮,面包甜点,24338
 2019/07/19,服务,按摩,24992
 2019/07/19,服务,丽人,34644
 2019/07/19,餐饮,西餐,39205
 2019/07/19,零售,商超,197500
 2019/07/19,服务,运动健身,74005
 2019/07/19,零售,女装,352948
 2019/07/19,娱乐,KTV,37152
 2019/07/19,服务,教育,220923
 2019/07/19,餐饮,中餐,261536
 2019/07/19,娱乐,电影院,268302
 2019/07/20,娱乐,游戏厅,1475
 2019/07/20,零售,电子产品,41012
 2019/07/20,零售,男装,44060
 2019/07/20,零售,童装,51728
 2019/07/20,餐饮,快餐,17869
 2019/07/20,餐饮,面包甜点,23171
 2019/07/20,服务,按摩,24537
 2019/07/20,服务,丽人,31154
 2019/07/20,餐饮,西餐,37296
 2019/07/20,零售,商超,184476
 2019/07/20,服务,运动健身,71492
 2019/07/20,零售,女装,330544
 2019/07/20,娱乐,KTV,35076
 2019/07/20,服务,教育,215802
 2019/07/20,餐饮,中餐,247736
 2019/07/20,娱乐,电影院,277535
 2019/07/21,娱乐,游戏厅,1485
 2019/07/21,零售,电子产品,41588
 2019/07/21,零售,男装,44388
 2019/07/21,零售,童装,51376
 2019/07/21,餐饮,快餐,17698
 2019/07/21,餐饮,面包甜点,23294
 2019/07/21,服务,按摩,24968
 2019/07/21,服务,丽人,31437
 2019/07/21,餐饮,西餐,37298
 2019/07/21,零售,商超,184780
 2019/07/21,服务,运动健身,72285
 2019/07/21,零售,女装,332564
 2019/07/21,娱乐,KTV,35128
 2019/07/21,服务,教育,218921
 2019/07/21,餐饮,中餐,247828
 2019/07/21,娱乐,电影院,276014
 2019/07/22,娱乐,游戏厅,1587
 2019/07/22,零售,电子产品,44160
 2019/07/22,零售,男装,48064
 2019/07/22,零售,童装,55504
 2019/07/22,餐饮,快餐,18923
 2019/07/22,餐饮,面包甜点,24752
 2019/07/22,服务,按摩,25501
 2019/07/22,服务,丽人,35614
 2019/07/22,餐饮,西餐,40259
 2019/07/22,零售,商超,201148
 2019/07/22,服务,运动健身,75815
 2019/07/22,零售,女装,362656
 2019/07/22,娱乐,KTV,38131
 2019/07/22,服务,教育,224894
 2019/07/22,餐饮,中餐,267285
 2019/07/22,娱乐,电影院,261178
 2019/07/23,娱乐,游戏厅,1524
 2019/07/23,零售,电子产品,43408
 2019/07/23,零售,男装,47904
 2019/07/23,零售,童装,55440
 2019/07/23,餐饮,快餐,19032
 2019/07/23,餐饮,面包甜点,24873
 2019/07/23,服务,按摩,25757
 2019/07/23,服务,丽人,35860
 2019/07/23,餐饮,西餐,40657
 2019/07/23,零售,商超,201532
 2019/07/23,服务,运动健身,75758
 2019/07/23,零售,女装,364428
 2019/07/23,娱乐,KTV,38444
 2019/07/23,服务,教育,225504
 2019/07/23,餐饮,中餐,269062
 2019/07/23,娱乐,电影院,258480
 2019/07/24,娱乐,游戏厅,1529
 2019/07/24,零售,电子产品,43564
 2019/07/24,零售,男装,48156
 2019/07/24,零售,童装,55824
 2019/07/24,餐饮,快餐,19243
 2019/07/24,餐饮,面包甜点,24964
 2019/07/24,服务,按摩,25611
 2019/07/24,服务,丽人,35662
 2019/07/24,餐饮,西餐,40951
 2019/07/24,零售,商超,201272
 2019/07/24,服务,运动健身,76019
 2019/07/24,零售,女装,362488
 2019/07/24,娱乐,KTV,38551
 2019/07/24,服务,教育,225899
 2019/07/24,餐饮,中餐,269165
 2019/07/24,娱乐,电影院,255454
 2019/07/25,娱乐,游戏厅,1534
 2019/07/25,零售,电子产品,43456
 2019/07/25,零售,男装,47560
 2019/07/25,零售,童装,54860
 2019/07/25,餐饮,快餐,19181
 2019/07/25,餐饮,面包甜点,24995
 2019/07/25,服务,按摩,25452
 2019/07/25,服务,丽人,35420
 2019/07/25,餐饮,西餐,40743
 2019/07/25,零售,商超,199524
 2019/07/25,服务,运动健身,75510
 2019/07/25,零售,女装,360892
 2019/07/25,娱乐,KTV,38161
 2019/07/25,服务,教育,224020
 2019/07/25,餐饮,中餐,267901
 2019/07/25,娱乐,电影院,255362
 2019/07/26,娱乐,游戏厅,1553
 2019/07/26,零售,电子产品,42640
 2019/07/26,零售,男装,46952
 2019/07/26,零售,童装,54472
 2019/07/26,餐饮,快餐,18931
 2019/07/26,服务,按摩,24514
 2019/07/26,餐饮,面包甜点,24666
 2019/07/26,服务,丽人,34207
 2019/07/26,餐饮,西餐,40130
 2019/07/26,零售,商超,195856
 2019/07/26,服务,运动健身,74713
 2019/07/26,零售,女装,353672
 2019/07/26,娱乐,KTV,37555
 2019/07/26,服务,教育,220179
 2019/07/26,餐饮,中餐,262040
 2019/07/26,娱乐,电影院,258576
 2019/07/27,娱乐,游戏厅,1452
 2019/07/27,零售,电子产品,40160
 2019/07/27,零售,男装,43616
 2019/07/27,零售,童装,51144
 2019/07/27,餐饮,快餐,17774
 2019/07/27,餐饮,面包甜点,23184
 2019/07/27,服务,按摩,23841
 2019/07/27,服务,丽人,30424
 2019/07/27,餐饮,西餐,37556
 2019/07/27,零售,商超,180940
 2019/07/27,服务,运动健身,70870
 2019/07/27,零售,女装,324016
 2019/07/27,娱乐,KTV,34890
 2019/07/27,服务,教育,212717
 2019/07/27,餐饮,中餐,244191
 2019/07/27,娱乐,电影院,271010
 2019/07/28,娱乐,游戏厅,1452
 2019/07/28,零售,电子产品,40192
 2019/07/28,零售,男装,43968
 2019/07/28,零售,童装,50396
 2019/07/28,餐饮,快餐,17464
 2019/07/28,餐饮,面包甜点,22927
 2019/07/28,服务,按摩,23716
 2019/07/28,服务,丽人,30505
 2019/07/28,餐饮,西餐,37241
 2019/07/28,零售,商超,179708
 2019/07/28,服务,运动健身,70543
 2019/07/28,零售,女装,322276
 2019/07/28,娱乐,KTV,34409
 2019/07/28,服务,教育,210866
 2019/07/28,餐饮,中餐,241157
 2019/07/28,娱乐,电影院,274151
 2019/07/29,娱乐,游戏厅,1470
