订单号,用户ID,商品ID,商品名,单价,数量,总价,下单时间,
700014202001024326,99403254,700014,消毒液,28,25,700,2020-07-02 18:43:26,
700014202001184143,92360647,700014,消毒液,28,45,1260,2020-07-18 14:41:43,
700014202001305217,83068642,700014,消毒液,28,37,1036,2020-07-30 07:52:17,
700014202001163903,88394126,700014,消毒液,28,38,1064,2020-07-16 09:39:03,
700014202001275457,78731134,700014,消毒液,28,35,980,2020-07-27 20:54:57,
700014202001120030,91395961,700014,消毒液,28,35,980,2020-07-12 13:00:30,
700014202001070553,85335241,700014,消毒液,28,21,588,2020-07-07 17:05:53,
700014202001073632,71577847,700014,消毒液,28,32,896,2020-07-07 02:36:32,
700014202001084656,12686040,700014,消毒液,28,49,1372,2020-07-08 06:46:56,
700014202001112427,70885930,700014,消毒液,28,21,588,2020-07-11 17:24:27,
700014202001273629,2724522,700014,消毒液,28,35,980,2020-07-27 07:36:29,
700014202001303457,45748602,700014,消毒液,28,29,812,2020-07-30 12:34:57,
700014202001130859,42135977,700014,消毒液,28,22,616,2020-07-13 13:08:59,
700014202001053402,97382476,700014,消毒液,28,26,728,2020-07-05 07:34:02,
700014202001302742,65416679,700014,消毒液,28,45,1260,2020-07-30 21:27:42,
700014202001044729,29509019,700014,消毒液,28,25,700,2020-07-04 11:47:29,
700014202001304445,91910489,700014,消毒液,28,42,1176,2020-07-30 10:44:45,
700014202001040614,84493081,700014,消毒液,28,45,1260,2020-07-04 05:06:14,
700014202001175616,69083344,700014,消毒液,28,45,1260,2020-07-17 05:56:16,
700014202001214949,57679742,700014,消毒液,28,33,924,2020-07-21 13:49:49,
700014202001085528,36907594,700014,消毒液,28,33,924,2020-07-08 16:55:28,
700014202001084802,71546592,700014,消毒液,28,43,1204,2020-07-08 13:48:02,
700014202001043619,8293579,700014,消毒液,28,34,952,2020-07-04 19:36:19,
700014202001070046,23557013,700014,消毒液,28,43,1204,2020-07-07 00:00:46,
700014202001103555,33954568,700014,消毒液,28,33,924,2020-07-10 23:35:55,
700014202001103958,15005851,700014,消毒液,28,25,700,2020-07-10 04:39:58,
700014202001085806,55069364,700014,消毒液,28,49,1372,2020-07-08 11:58:06,
700014202001074737,60674313,700014,消毒液,28,33,924,2020-07-07 08:47:37,
700014202001270019,41582847,700014,消毒液,28,39,1092,2020-07-27 17:00:19,
700014202001070834,26397832,700014,消毒液,28,28,784,2020-07-07 17:08:34,
700014202001112732,76208493,700014,消毒液,28,22,616,2020-07-11 13:27:32,
700014202001110734,47045454,700014,消毒液,28,20,560,2020-07-11 20:07:34,
700014202001202938,39505549,700014,消毒液,28,31,868,2020-07-20 21:29:38,
700014202001094251,38409018,700014,消毒液,28,31,868,2020-07-09 18:42:51,
700014202001045347,89802533,700014,消毒液,28,44,1232,2020-07-04 00:53:47,
700014202001081604,47984159,700014,消毒液,28,48,1344,2020-07-08 13:16:04,
700014202001210058,34473576,700014,消毒液,28,27,756,2020-07-21 07:00:58,
700014202001034147,30130683,700014,消毒液,28,27,756,2020-07-03 05:41:47,
700014202001162219,38299260,700014,消毒液,28,43,1204,2020-07-16 14:22:19,
700014202001021742,37023827,700014,消毒液,28,27,756,2020-07-02 20:17:42,
700014202001063114,23637468,700014,消毒液,28,44,1232,2020-07-06 20:31:14,
700014202001305042,33507476,700014,消毒液,28,47,1316,2020-07-30 22:50:42,
700014202001195558,64661086,700014,消毒液,28,49,1372,2020-07-19 05:55:58,
700014202001032347,88127861,700014,消毒液,28,42,1176,2020-07-03 18:23:47,
700014202001171601,88492480,700014,消毒液,28,47,1316,2020-07-17 19:16:01,
700014202001161253,90961901,700014,消毒液,28,20,560,2020-07-16 19:12:53,
700014202001272000,6561547,700014,消毒液,28,22,616,2020-07-27 01:20:00,
700014202001310826,64046818,700014,消毒液,28,22,616,2020-07-31 03:08:26,
700014202001030004,58625244,700014,消毒液,28,25,700,2020-07-03 23:00:04,
700014202001201108,52206721,700014,消毒液,28,39,1092,2020-07-20 15:11:08,
700014202001312905,66354892,700014,消毒液,28,42,1176,2020-07-31 04:29:05,
700014202001190717,78727963,700014,消毒液,28,21,588,2020-07-19 11:07:17,
700014202001190939,8872012,700014,消毒液,28,36,1008,2020-07-19 22:09:39,
700014202001201653,51322858,700014,消毒液,28,46,1288,2020-07-20 21:16:53,
700014202001272500,73468432,700014,消毒液,28,50,1400,2020-07-27 11:25:00,
700014202001172558,99461557,700014,消毒液,28,48,1344,2020-07-17 17:25:58,
700014202001271139,17476409,700014,消毒液,28,34,952,2020-07-27 15:11:39,
700014202001034217,78622264,700014,消毒液,28,35,980,2020-07-03 01:42:17,
700014202001263527,60484031,700014,消毒液,28,46,1288,2020-07-26 13:35:27,
700014202001181721,79811868,700014,消毒液,28,30,840,2020-07-18 13:17:21,
700014202001270132,79166704,700014,消毒液,28,24,672,2020-07-27 13:01:32,
700014202001260234,8990565,700014,消毒液,28,47,1316,2020-07-26 17:02:34,
700014202001211447,86193368,700014,消毒液,28,29,812,2020-07-21 09:14:47,
700014202001225652,17243438,700014,消毒液,28,37,1036,2020-07-22 20:56:52,
700014202001064211,37096687,700014,消毒液,28,32,896,2020-07-06 11:42:11,
700014202001082120,66029125,700014,消毒液,28,42,1176,2020-07-08 15:21:20,
700014202001053727,32488357,700014,消毒液,28,29,812,2020-07-05 13:37:27,
700014202001014553,45123636,700014,消毒液,28,28,784,2020-07-01 23:45:53,
700014202001042342,24983854,700014,消毒液,28,34,952,2020-07-04 21:23:42,
700014202001033713,72480251,700014,消毒液,28,41,1148,2020-07-03 23:37:13,
700014202001154112,30420409,700014,消毒液,28,37,1036,2020-07-15 23:41:12,
700014202001152628,94842075,700014,消毒液,28,38,1064,2020-07-15 11:26:28,
700014202001300657,97637968,700014,消毒液,28,49,1372,2020-07-30 00:06:57,
700014202001063255,57272970,700014,消毒液,28,26,728,2020-07-06 11:32:55,
700014202001074907,91367576,700014,消毒液,28,35,980,2020-07-07 22:49:07,
700014202001232920,6892904,700014,消毒液,28,34,952,2020-07-23 16:29:20,
700014202001055943,90067930,700014,消毒液,28,35,980,2020-07-05 22:59:43,
700014202001275402,25065334,700014,消毒液,28,42,1176,2020-07-27 01:54:02,
700014202001143701,38858272,700014,消毒液,28,29,812,2020-07-14 00:37:01,
700014202001261009,54028922,700014,消毒液,28,27,756,2020-07-26 22:10:09,
700014202001285927,90762972,700014,消毒液,28,37,1036,2020-07-28 23:59:27,
700014202001112043,94315979,700014,消毒液,28,25,700,2020-07-11 21:20:43,
700014202001072245,25754080,700014,消毒液,28,30,840,2020-07-07 00:22:45,
700014202001053722,48287812,700014,消毒液,28,26,728,2020-07-05 03:37:22,
700014202001092234,12125630,700014,消毒液,28,38,1064,2020-07-09 21:22:34,
700014202001170039,31992420,700014,消毒液,28,32,896,2020-07-17 23:00:39,
700014202001192900,31191201,700014,消毒液,28,21,588,2020-07-19 06:29:00,
700014202001022734,42330088,700014,消毒液,28,42,1176,2020-07-02 15:27:34,
700014202001051303,13090693,700014,消毒液,28,29,812,2020-07-05 08:13:03,
700014202001180603,51987662,700014,消毒液,28,31,868,2020-07-18 20:06:03,
700014202001153416,74625839,700014,消毒液,28,33,924,2020-07-15 04:34:16,
700014202001043207,42915311,700014,消毒液,28,25,700,2020-07-04 04:32:07,
700014202001123226,69826580,700014,消毒液,28,28,784,2020-07-12 13:32:26,
700014202001024606,91985017,700014,消毒液,28,40,1120,2020-07-02 06:46:06,
700014202001105320,57651167,700014,消毒液,28,27,756,2020-07-10 00:53:20,
700014202001011230,6431122,700014,消毒液,28,21,588,2020-07-01 19:12:30,
700014202001113446,56231063,700014,消毒液,28,23,644,2020-07-11 00:34:46,
700014202001145000,63668388,700014,消毒液,28,39,1092,2020-07-14 08:50:00,
700014202001210033,47189801,700014,消毒液,28,24,672,2020-07-21 15:00:33,
700014202001095116,11269328,700014,消毒液,28,21,588,2020-07-09 12:51:16,
700014202001104912,63248234,700014,消毒液,28,41,1148,2020-07-10 04:49:12,
700014202001184436,69054534,700014,消毒液,28,45,1260,2020-07-18 11:44:36,
700014202001191440,9496472,700014,消毒液,28,45,1260,2020-07-19 22:14:40,
700014202001040657,55166604,700014,消毒液,28,34,952,2020-07-04 23:06:57,
700014202001024620,18773931,700014,消毒液,28,27,756,2020-07-02 02:46:20,
700014202001070918,48346783,700014,消毒液,28,41,1148,2020-07-07 11:09:18,
700014202001265536,24290162,700014,消毒液,28,21,588,2020-07-26 09:55:36,
700014202001254124,80219524,700014,消毒液,28,43,1204,2020-07-25 10:41:24,
700014202001281741,21970641,700014,消毒液,28,28,784,2020-07-28 21:17:41,
700014202001163841,1746157,700014,消毒液,28,43,1204,2020-07-16 01:38:41,
700014202001240703,6301104,700014,消毒液,28,20,560,2020-07-24 14:07:03,
700014202001275119,54260555,700014,消毒液,28,45,1260,2020-07-27 08:51:19,
700014202001042850,39779469,700014,消毒液,28,36,1008,2020-07-04 20:28:50,
700014202001031719,53229812,700014,消毒液,28,21,588,2020-07-03 17:17:19,
700014202001175938,27078367,700014,消毒液,28,44,1232,2020-07-17 03:59:38,
700014202001284416,30416698,700014,消毒液,28,35,980,2020-07-28 05:44:16,
700014202001304754,71386701,700014,消毒液,28,28,784,2020-07-30 23:47:54,
700014202001071550,78553901,700014,消毒液,28,39,1092,2020-07-07 15:15:50,
700014202001261615,46588346,700014,消毒液,28,42,1176,2020-07-26 12:16:15,
700014202001161919,91674820,700014,消毒液,28,32,896,2020-07-16 02:19:19,
700014202001201524,43514931,700014,消毒液,28,50,1400,2020-07-20 11:15:24,
700014202001241603,22307661,700014,消毒液,28,22,616,2020-07-24 09:16:03,
700014202001183154,54774469,700014,消毒液,28,45,1260,2020-07-18 22:31:54,
700014202001051901,52190853,700014,消毒液,28,44,1232,2020-07-05 21:19:01,
700014202001235314,35580377,700014,消毒液,28,28,784,2020-07-23 14:53:14,
700014202001075428,35477970,700014,消毒液,28,23,644,2020-07-07 04:54:28,
700014202001272333,59307378,700014,消毒液,28,42,1176,2020-07-27 13:23:33,
700014202001125157,8965697,700014,消毒液,28,36,1008,2020-07-12 23:51:57,
700014202001045157,20165169,700014,消毒液,28,48,1344,2020-07-04 09:51:57,
700014202001273128,40233958,700014,消毒液,28,31,868,2020-07-27 12:31:28,
700014202001073639,90444100,700014,消毒液,28,38,1064,2020-07-07 23:36:39,
700014202001184256,71880751,700014,消毒液,28,23,644,2020-07-18 10:42:56,
700014202001234239,10548401,700014,消毒液,28,33,924,2020-07-23 18:42:39,
700014202001130734,33877271,700014,消毒液,28,49,1372,2020-07-13 09:07:34,
700014202001154100,5192932,700014,消毒液,28,48,1344,2020-07-15 14:41:00,
700014202001242318,64121275,700014,消毒液,28,30,840,2020-07-24 02:23:18,
700014202001260432,37154316,700014,消毒液,28,45,1260,2020-07-26 08:04:32,
700014202001113446,14355417,700014,消毒液,28,50,1400,2020-07-11 14:34:46,
700014202001305659,48397413,700014,消毒液,28,28,784,2020-07-30 20:56:59,
700014202001121751,90510849,700014,消毒液,28,26,728,2020-07-12 19:17:51,
700014202001044137,98947961,700014,消毒液,28,48,1344,2020-07-04 19:41:37,
700014202001020924,27407095,700014,消毒液,28,47,1316,2020-07-02 13:09:24,
700014202001113611,3686626,700014,消毒液,28,29,812,2020-07-11 01:36:11,
700014202001204001,29615220,700014,消毒液,28,29,812,2020-07-20 15:40:01,
700014202001152148,31782568,700014,消毒液,28,47,1316,2020-07-15 03:21:48,
700014202001244636,62683949,700014,消毒液,28,39,1092,2020-07-24 12:46:36,
700014202001044752,35210546,700014,消毒液,28,40,1120,2020-07-04 01:47:52,
700014202001053920,1000926,700014,消毒液,28,44,1232,2020-07-05 13:39:20,
700014202001213428,36807860,700014,消毒液,28,48,1344,2020-07-21 14:34:28,
700014202001273359,43934211,700014,消毒液,28,46,1288,2020-07-27 08:33:59,
700014202001125352,93165104,700014,消毒液,28,32,896,2020-07-12 00:53:52,
700014202001294245,25422627,700014,消毒液,28,25,700,2020-07-29 03:42:45,
700014202001203658,4842739,700014,消毒液,28,22,616,2020-07-20 22:36:58,
700014202001014831,6652177,700014,消毒液,28,40,1120,2020-07-01 10:48:31,
700014202001101408,46053131,700014,消毒液,28,37,1036,2020-07-10 07:14:08,
700014202001152510,30899334,700014,消毒液,28,28,784,2020-07-15 05:25:10,
700014202001122937,68610303,700014,消毒液,28,38,1064,2020-07-12 10:29:37,
700014202001021150,6975857,700014,消毒液,28,33,924,2020-07-02 21:11:50,
700014202001294234,28690475,700014,消毒液,28,41,1148,2020-07-29 21:42:34,
700014202001240104,34005708,700014,消毒液,28,21,588,2020-07-24 20:01:04,
700014202001170727,69858895,700014,消毒液,28,44,1232,2020-07-17 09:07:27,
700014202001042346,15224981,700014,消毒液,28,20,560,2020-07-04 06:23:46,
700014202001145457,64465984,700014,消毒液,28,44,1232,2020-07-14 05:54:57,
700014202001152137,35449091,700014,消毒液,28,46,1288,2020-07-15 00:21:37,
700014202001082518,46986595,700014,消毒液,28,48,1344,2020-07-08 14:25:18,
700014202001290338,20725891,700014,消毒液,28,45,1260,2020-07-29 17:03:38,
700014202001063429,86774647,700014,消毒液,28,23,644,2020-07-06 06:34:29,
700014202001071752,57348329,700014,消毒液,28,20,560,2020-07-07 21:17:52,
700014202001182230,54917959,700014,消毒液,28,31,868,2020-07-18 09:22:30,
700014202001205731,32028841,700014,消毒液,28,32,896,2020-07-20 07:57:31,
700014202001054038,41297469,700014,消毒液,28,31,868,2020-07-05 21:40:38,
700014202001242357,85488470,700014,消毒液,28,35,980,2020-07-24 11:23:57,
700014202001033245,4989770,700014,消毒液,28,25,700,2020-07-03 07:32:45,
700014202001263747,41721931,700014,消毒液,28,23,644,2020-07-26 19:37:47,
700014202001060110,76862661,700014,消毒液,28,24,672,2020-07-06 06:01:10,
700014202001183901,84764641,700014,消毒液,28,21,588,2020-07-18 04:39:01,
700014202001265400,79170989,700014,消毒液,28,20,560,2020-07-26 09:54:00,
700014202001131725,15872868,700014,消毒液,28,32,896,2020-07-13 01:17:25,
700014202001085822,45972240,700014,消毒液,28,20,560,2020-07-08 03:58:22,
700014202001184652,41607547,700014,消毒液,28,45,1260,2020-07-18 08:46:52,
700014202001311423,64623443,700014,消毒液,28,29,812,2020-07-31 05:14:23,
700014202001192316,48545778,700014,消毒液,28,42,1176,2020-07-19 11:23:16,
700014202001173627,65286071,700014,消毒液,28,39,1092,2020-07-17 13:36:27,
700014202001225653,45554607,700014,消毒液,28,23,644,2020-07-22 06:56:53,
700014202001120729,40475672,700014,消毒液,28,47,1316,2020-07-12 21:07:29,
700014202001280841,42995553,700014,消毒液,28,35,980,2020-07-28 20:08:41,
700014202001051156,7137871,700014,消毒液,28,29,812,2020-07-05 17:11:56,
700014202001283938,51502139,700014,消毒液,28,45,1260,2020-07-28 10:39:38,
700014202001205925,28788561,700014,消毒液,28,37,1036,2020-07-20 21:59:25,
700014202001271153,88209813,700014,消毒液,28,44,1232,2020-07-27 01:11:53,
700014202001152913,22950058,700014,消毒液,28,32,896,2020-07-15 05:29:13,
700014202001282720,26377103,700014,消毒液,28,30,840,2020-07-28 04:27:20,
700014202001195231,18661953,700014,消毒液,28,36,1008,2020-07-19 08:52:31,
700014202001250624,71202406,700014,消毒液,28,45,1260,2020-07-25 08:06:24,
700014202001030141,64849235,700014,消毒液,28,27,756,2020-07-03 05:01:41,
700014202001063912,37742153,700014,消毒液,28,29,812,2020-07-06 06:39:12,
700014202001203743,50536672,700014,消毒液,28,32,896,2020-07-20 10:37:43,
700014202001164735,18945610,700014,消毒液,28,38,1064,2020-07-16 03:47:35,
700014202001091418,47584297,700014,消毒液,28,44,1232,2020-07-09 19:14:18,
700014202001145139,53891962,700014,消毒液,28,25,700,2020-07-14 03:51:39,
700014202001165122,1221752,700014,消毒液,28,35,980,2020-07-16 14:51:22,
700014202001104058,93651345,700014,消毒液,28,37,1036,2020-07-10 15:40:58,
700014202001092845,63468768,700014,消毒液,28,50,1400,2020-07-09 19:28:45,
700014202001293027,40618103,700014,消毒液,28,44,1232,2020-07-29 04:30:27,
700014202001160004,86193578,700014,消毒液,28,26,728,2020-07-16 16:00:04,
700014202001180336,5089769,700014,消毒液,28,34,952,2020-07-18 05:03:36,
700014202001302200,59584872,700014,消毒液,28,44,1232,2020-07-30 12:22:00,
700014202001280944,34166877,700014,消毒液,28,26,728,2020-07-28 04:09:44,
700014202001274324,7690613,700014,消毒液,28,40,1120,2020-07-27 15:43:24,
700014202001164633,84692312,700014,消毒液,28,37,1036,2020-07-16 16:46:33,
700014202001084242,21485297,700014,消毒液,28,43,1204,2020-07-08 18:42:42,
700014202001123653,35087027,700014,消毒液,28,49,1372,2020-07-12 01:36:53,
700014202001052102,14892630,700014,消毒液,28,39,1092,2020-07-05 19:21:02,
700014202001025824,26131537,700014,消毒液,28,37,1036,2020-07-02 07:58:24,
700014202001282128,87142096,700014,消毒液,28,31,868,2020-07-28 14:21:28,
700014202001150755,14363117,700014,消毒液,28,44,1232,2020-07-15 07:07:55,
700014202001113311,51831347,700014,消毒液,28,38,1064,2020-07-11 09:33:11,
700014202001080601,36955754,700014,消毒液,28,49,1372,2020-07-08 12:06:01,
700014202001225725,31045156,700014,消毒液,28,21,588,2020-07-22 13:57:25,
700014202001205644,82771226,700014,消毒液,28,21,588,2020-07-20 09:56:44,
700014202001270503,12749880,700014,消毒液,28,27,756,2020-07-27 05:05:03,
700014202001250221,93963605,700014,消毒液,28,42,1176,2020-07-25 23:02:21,
700014202001121614,18210931,700014,消毒液,28,48,1344,2020-07-12 17:16:14,
700014202001305130,47968699,700014,消毒液,28,31,868,2020-07-30 20:51:30,
700014202001255652,68512139,700014,消毒液,28,32,896,2020-07-25 06:56:52,
700014202001234928,88103613,700014,消毒液,28,44,1232,2020-07-23 03:49:28,
700014202001015337,84893327,700014,消毒液,28,48,1344,2020-07-01 23:53:37,
700014202001032611,52763489,700014,消毒液,28,38,1064,2020-07-03 04:26:11,
700014202001085236,26598746,700014,消毒液,28,41,1148,2020-07-08 14:52:36,
700014202001275800,78429957,700014,消毒液,28,49,1372,2020-07-27 05:58:00,
700014202001154030,58648353,700014,消毒液,28,32,896,2020-07-15 14:40:30,
700014202001231917,72687504,700014,消毒液,28,25,700,2020-07-23 23:19:17,
700014202002043802,77670169,700014,消毒液,28,36,1008,2020-08-04 22:38:02,
700014202002283441,17694277,700014,消毒液,28,33,924,2020-08-28 02:34:41,
700014202002222416,8005576,700014,消毒液,28,45,1260,2020-08-22 11:24:16,
700014202002181211,11487219,700014,消毒液,28,45,1260,2020-08-18 09:12:11,
700014202002040504,42400149,700014,消毒液,28,30,840,2020-08-04 00:05:04,
700014202002015431,61478377,700014,消毒液,28,35,980,2020-08-01 16:54:31,
700014202002183601,69297847,700014,消毒液,28,23,644,2020-08-18 08:36:01,
700014202002134154,17686150,700014,消毒液,28,34,952,2020-08-13 13:41:54,
700014202002173026,85339091,700014,消毒液,28,39,1092,2020-08-17 23:30:26,
700014202002245910,25275998,700014,消毒液,28,43,1204,2020-08-24 21:59:10,
700014202002242334,17391971,700014,消毒液,28,48,1344,2020-08-24 00:23:34,
700014202002105401,37533500,700014,消毒液,28,46,1288,2020-08-10 05:54:01,
700014202002193611,43659800,700014,消毒液,28,37,1036,2020-08-19 15:36:11,
700014202002074108,47464928,700014,消毒液,28,37,1036,2020-08-07 17:41:08,
700014202002134127,70631298,700014,消毒液,28,33,924,2020-08-13 14:41:27,
700014202002163031,65171143,700014,消毒液,28,32,896,2020-08-16 03:30:31,
700014202002102451,97423341,700014,消毒液,28,38,1064,2020-08-10 16:24:51,
700014202002164132,58998237,700014,消毒液,28,46,1288,2020-08-16 00:41:32,
700014202002081404,33767860,700014,消毒液,28,34,952,2020-08-08 00:14:04,
700014202002130253,27785424,700014,消毒液,28,27,756,2020-08-13 12:02:53,
700014202002251212,36533256,700014,消毒液,28,41,1148,2020-08-25 05:12:12,
700014202002013912,37061365,700014,消毒液,28,44,1232,2020-08-01 20:39:12,
700014202002164647,9356730,700014,消毒液,28,31,868,2020-08-16 09:46:47,
700014202002255758,50724175,700014,消毒液,28,33,924,2020-08-25 19:57:58,
700014202002112948,48196879,700014,消毒液,28,23,644,2020-08-11 02:29:48,
700014202002064320,57169213,700014,消毒液,28,46,1288,2020-08-06 07:43:20,
700014202002253239,68420077,700014,消毒液,28,41,1148,2020-08-25 09:32:39,
700014202002275939,99894625,700014,消毒液,28,22,616,2020-08-27 08:59:39,
700014202002192957,42472409,700014,消毒液,28,34,952,2020-08-19 05:29:57,
700014202002014811,24133214,700014,消毒液,28,23,644,2020-08-01 16:48:11,
700014202002222820,8672796,700014,消毒液,28,25,700,2020-08-22 00:28:20,
700014202002282111,20553611,700014,消毒液,28,33,924,2020-08-28 17:21:11,
700014202002215018,50092421,700014,消毒液,28,43,1204,2020-08-21 17:50:18,
700014202002110346,73389486,700014,消毒液,28,41,1148,2020-08-11 21:03:46,
700014202002295753,21737533,700014,消毒液,28,41,1148,2020-08-29 08:57:53,
700014202002181732,69882103,700014,消毒液,28,25,700,2020-08-18 06:17:32,
700014202002271956,43553072,700014,消毒液,28,22,616,2020-08-27 01:19:56,
700014202002204507,37249026,700014,消毒液,28,22,616,2020-08-20 15:45:07,
700014202002101117,19785869,700014,消毒液,28,32,896,2020-08-10 00:11:17,
700014202002243003,88338707,700014,消毒液,28,46,1288,2020-08-24 10:30:03,
700014202002100547,24626599,700014,消毒液,28,49,1372,2020-08-10 08:05:47,
700014202002134329,66389743,700014,消毒液,28,50,1400,2020-08-13 01:43:29,
700014202002245711,4438610,700014,消毒液,28,24,672,2020-08-24 09:57:11,
700014202002142720,16409498,700014,消毒液,28,33,924,2020-08-14 04:27:20,
700014202002274003,79447407,700014,消毒液,28,29,812,2020-08-27 07:40:03,
700014202002124431,84444025,700014,消毒液,28,24,672,2020-08-12 09:44:31,
700014202002213033,91174715,700014,消毒液,28,36,1008,2020-08-21 13:30:33,
700014202002062134,68582413,700014,消毒液,28,26,728,2020-08-06 18:21:34,
700014202002045735,71129248,700014,消毒液,28,29,812,2020-08-04 19:57:35,
700014202002222332,9910722,700014,消毒液,28,37,1036,2020-08-22 15:23:32,
700014202002244430,51632299,700014,消毒液,28,49,1372,2020-08-24 13:44:30,
700014202002124250,34463749,700014,消毒液,28,37,1036,2020-08-12 01:42:50,
700014202002200020,87630531,700014,消毒液,28,27,756,2020-08-20 03:00:20,
700014202002091113,81275351,700014,消毒液,28,28,784,2020-08-09 12:11:13,
700014202002064934,35864872,700014,消毒液,28,25,700,2020-08-06 06:49:34,
700014202002225535,37594443,700014,消毒液,28,21,588,2020-08-22 15:55:35,
700014202002060433,76399055,700014,消毒液,28,33,924,2020-08-06 03:04:33,
700014202002130241,10922657,700014,消毒液,28,50,1400,2020-08-13 09:02:41,
700014202002121534,68560341,700014,消毒液,28,38,1064,2020-08-12 15:15:34,
700014202002213013,68090638,700014,消毒液,28,28,784,2020-08-21 00:30:13,
700014202002113015,39537233,700014,消毒液,28,36,1008,2020-08-11 01:30:15,
700014202002200032,79495031,700014,消毒液,28,27,756,2020-08-20 21:00:32,
700014202002105751,96537218,700014,消毒液,28,23,644,2020-08-10 05:57:51,
700014202002212055,21781221,700014,消毒液,28,39,1092,2020-08-21 01:20:55,
700014202002161328,83839544,700014,消毒液,28,41,1148,2020-08-16 03:13:28,
700014202002213122,57193567,700014,消毒液,28,46,1288,2020-08-21 18:31:22,
700014202002075840,26281747,700014,消毒液,28,43,1204,2020-08-07 11:58:40,
700014202002063501,51127934,700014,消毒液,28,40,1120,2020-08-06 00:35:01,
700014202002021159,54037146,700014,消毒液,28,34,952,2020-08-02 13:11:59,
700014202002112248,72709475,700014,消毒液,28,48,1344,2020-08-11 17:22:48,
700014202002113904,56371452,700014,消毒液,28,30,840,2020-08-11 10:39:04,
700014202002274333,82555031,700014,消毒液,28,40,1120,2020-08-27 02:43:33,
700014202002011310,90877463,700014,消毒液,28,32,896,2020-08-01 20:13:10,
700014202002144529,3236210,700014,消毒液,28,20,560,2020-08-14 01:45:29,
700014202002294213,70287059,700014,消毒液,28,23,644,2020-08-29 05:42:13,
700014202002135117,64885176,700014,消毒液,28,30,840,2020-08-13 15:51:17,
700014202002294358,81990931,700014,消毒液,28,42,1176,2020-08-29 10:43:58,
700014202002105828,33087893,700014,消毒液,28,25,700,2020-08-10 12:58:28,
700014202002131020,65161585,700014,消毒液,28,49,1372,2020-08-13 14:10:20,
700014202002084416,51704406,700014,消毒液,28,21,588,2020-08-08 18:44:16,
700014202002102153,23088904,700014,消毒液,28,30,840,2020-08-10 08:21:53,
700014202002230119,64759334,700014,消毒液,28,42,1176,2020-08-23 00:01:19,
700014202002070302,2941845,700014,消毒液,28,37,1036,2020-08-07 04:03:02,
700014202002202314,43656468,700014,消毒液,28,30,840,2020-08-20 14:23:14,
700014202002204701,78572737,700014,消毒液,28,42,1176,2020-08-20 01:47:01,
700014202002025647,72313010,700014,消毒液,28,42,1176,2020-08-02 19:56:47,
700014202002214050,26712649,700014,消毒液,28,41,1148,2020-08-21 12:40:50,
700014202002192729,66665993,700014,消毒液,28,20,560,2020-08-19 02:27:29,
700014202002054209,55747536,700014,消毒液,28,38,1064,2020-08-05 01:42:09,
700014202002062538,4919248,700014,消毒液,28,37,1036,2020-08-06 04:25:38,
700014202002013015,70868878,700014,消毒液,28,31,868,2020-08-01 22:30:15,
700014202002251017,76117676,700014,消毒液,28,39,1092,2020-08-25 17:10:17,
700014202002281741,2526956,700014,消毒液,28,28,784,2020-08-28 23:17:41,
700014202002112134,90901807,700014,消毒液,28,27,756,2020-08-11 18:21:34,
700014202002161940,29849666,700014,消毒液,28,30,840,2020-08-16 20:19:40,
700014202002172005,80669342,700014,消毒液,28,42,1176,2020-08-17 11:20:05,
700014202002074754,84837591,700014,消毒液,28,24,672,2020-08-07 07:47:54,
700014202002285452,70128734,700014,消毒液,28,48,1344,2020-08-28 00:54:52,
700014202002242343,78243211,700014,消毒液,28,37,1036,2020-08-24 12:23:43,
700014202002230407,94575557,700014,消毒液,28,35,980,2020-08-23 03:04:07,
700014202002283041,89318798,700014,消毒液,28,48,1344,2020-08-28 20:30:41,
700014202002155205,58947996,700014,消毒液,28,43,1204,2020-08-15 06:52:05,
700014202002274151,41714746,700014,消毒液,28,36,1008,2020-08-27 18:41:51,
700014202002285128,24903044,700014,消毒液,28,49,1372,2020-08-28 06:51:28,
700014202002253334,45776374,700014,消毒液,28,29,812,2020-08-25 08:33:34,
700014202002130632,75127888,700014,消毒液,28,26,728,2020-08-13 22:06:32,
700014202002041441,79190410,700014,消毒液,28,47,1316,2020-08-04 21:14:41,
700014202002083152,52526832,700014,消毒液,28,46,1288,2020-08-08 16:31:52,
700014202002124041,52822247,700014,消毒液,28,42,1176,2020-08-12 12:40:41,
700014202002223426,77671723,700014,消毒液,28,50,1400,2020-08-22 21:34:26,
700014202002043044,68496107,700014,消毒液,28,40,1120,2020-08-04 18:30:44,
700014202002174951,32324903,700014,消毒液,28,33,924,2020-08-17 08:49:51,
700014202002205012,20394389,700014,消毒液,28,23,644,2020-08-20 11:50:12,
700014202002045951,91291497,700014,消毒液,28,49,1372,2020-08-04 22:59:51,
700014202002211208,29064381,700014,消毒液,28,34,952,2020-08-21 13:12:08,
700014202002043432,56361510,700014,消毒液,28,43,1204,2020-08-04 19:34:32,
700014202002270200,86736528,700014,消毒液,28,35,980,2020-08-27 09:02:00,
700014202002154734,20289833,700014,消毒液,28,37,1036,2020-08-15 04:47:34,
700014202002142329,36717478,700014,消毒液,28,29,812,2020-08-14 21:23:29,
700014202002153457,85852745,700014,消毒液,28,46,1288,2020-08-15 01:34:57,
700014202002134741,40390539,700014,消毒液,28,31,868,2020-08-13 03:47:41,
