用户ID,地区,宝宝性别,宝宝年龄
41512241,重庆,男,3
91025160,哈尔滨,男,3
26676448,深圳,女,3
57140272,兰州,男,3
14719880,兰州,女,2
94646902,兰州,男,0
60550650,武汉,男,2
60686047,哈尔滨,女,3
42029448,哈尔滨,男,1
61204722,哈尔滨,女,3
59709564,重庆,女,2
74680080,北京,男,0
72597802,武汉,女,2
81997102,兰州,男,2
87942442,上海,女,3
19147087,哈尔滨,男,2
9482476,重庆,男,3
89076161,哈尔滨,男,0
16714070,哈尔滨,女,0
9195275,北京,男,0
27901165,北京,女,3
10250571,上海,女,3
4400600,重庆,女,0
94424286,兰州,男,3
55665240,深圳,男,1
19800007,哈尔滨,男,1
19040920,哈尔滨,男,1
79292096,深圳,男,2
40679704,哈尔滨,男,0
12080862,成都,男,1
16105929,北京,男,0
78100601,北京,女,3
10046008,重庆,女,3
44746005,北京,男,3
79228668,北京,男,3
40709004,深圳,女,2
6650287,北京,男,0
78889284,上海,男,2
68099122,武汉,男,2
31247288,深圳,女,1
98860620,重庆,男,0
77885251,成都,男,2
76640640,成都,女,0
40528107,兰州,男,2
40640929,哈尔滨,女,2
41587087,哈尔滨,女,1
14687078,成都,女,0
9918107,兰州,男,1
54804400,重庆,男,3
54067704,上海,男,1
33847829,兰州,女,3
4816970,重庆,女,0
89706567,北京,男,3
18021159,成都,男,0
20804485,兰州,男,3
5008097,兰州,女,0
11272894,兰州,女,1
8659581,重庆,女,1
6402227,武汉,男,0
29902518,哈尔滨,女,0
10502628,深圳,女,1
912607,上海,女,1
80475827,深圳,男,2
89900668,哈尔滨,女,1
71846181,兰州,女,3
27419891,上海,男,0
20290865,重庆,男,2
24075578,武汉,女,0
80060109,兰州,女,1
97940100,北京,男,3
85689460,深圳,女,1
5017052,哈尔滨,女,1
40052671,北京,男,1
48698119,兰州,女,2
7101745,重庆,女,2
20061944,上海,女,1
65672870,哈尔滨,男,2
81778722,深圳,男,0
26084428,北京,男,0
70557795,哈尔滨,男,2
37757616,深圳,女,3
12002182,哈尔滨,女,3
77144640,深圳,男,3
90098047,兰州,男,0
88867745,武汉,女,0
21172508,深圳,男,3
20007219,武汉,男,0
80640062,兰州,男,2
1818575,北京,男,2
80611576,兰州,女,1
54764407,武汉,男,3
84078750,北京,女,0
75206511,哈尔滨,女,3
52701650,深圳,男,0
24607184,哈尔滨,女,0
5707005,成都,男,1
85282010,哈尔滨,男,1
60008068,重庆,女,0
71412008,哈尔滨,女,1
10200508,北京,女,2
46894872,兰州,女,3
41907846,重庆,女,2
46097090,北京,男,3
5150586,成都,男,3
41600457,上海,男,0
39272752,深圳,女,1
1660987,武汉,女,1
9068660,成都,女,3
74426900,兰州,女,1
15975840,哈尔滨,男,1
88984901,兰州,女,2
40809600,上海,女,3
61009948,哈尔滨,女,3
3576178,北京,男,3
29500076,兰州,男,2
80640180,成都,男,0
91602400,深圳,男,2
4205240,成都,男,1
45816664,武汉,女,1
6101408,重庆,男,0
55028208,上海,女,2
18750492,成都,女,1
22057170,兰州,男,3
46148872,北京,男,2
42021805,兰州,女,1
40928200,重庆,女,0
70196200,深圳,女,2
87687201,深圳,男,2
96410691,武汉,女,0
67945807,重庆,女,0
42061854,兰州,女,0
7476904,哈尔滨,女,1
46756416,北京,女,0
33221266,成都,男,2
24820,成都,男,0
77926158,兰州,女,1
45516241,重庆,男,1
72921181,武汉,女,2
17228091,兰州,男,1
6208495,兰州,男,2
5005072,上海,女,2
79707085,成都,女,1
5786788,成都,女,2
72946157,成都,女,3
80080122,深圳,女,3
82817854,重庆,女,0
77916104,哈尔滨,女,3
91800097,深圳,女,2
61807651,哈尔滨,女,1
90779604,北京,男,2
78990100,哈尔滨,男,3
81029822,哈尔滨,女,2
20800212,深圳,女,2
60195705,北京,男,0
35254689,成都,女,0
76404716,北京,男,1
54764799,武汉,女,1
21024055,武汉,女,1
11561961,兰州,女,2
42000071,成都,女,0
91198942,深圳,女,3
27098049,武汉,女,3
40672910,上海,男,0
78880969,重庆,男,2
61007060,成都,男,0
16106850,深圳,女,0
42187007,武汉,女,3
76026472,重庆,男,2
40585541,武汉,女,1
40008808,重庆,男,3
48285050,兰州,女,0
49018016,重庆,女,2
12827774,深圳,女,3
99527208,武汉,女,3
72910062,武汉,女,1
98628549,哈尔滨,女,2
40255911,武汉,男,2
8561119,成都,男,0
7225051,北京,女,3
72028550,武汉,女,3
77704986,哈尔滨,男,1
61816947,重庆,女,2
84908242,上海,男,1
55750286,武汉,女,0
88557169,哈尔滨,男,0
25919744,哈尔滨,男,3
8602709,上海,男,3
70242150,上海,女,1
4897465,哈尔滨,女,2
7502902,深圳,男,0
94011609,上海,男,0
81125779,哈尔滨,女,2
50064,深圳,男,3
21540008,北京,男,3
78647005,上海,女,2
84726219,北京,男,2
57096118,哈尔滨,男,1
41160120,成都,男,0
5705092,北京,男,3
5770480,重庆,女,3
42947472,成都,男,1
96180909,重庆,女,2
41205645,重庆,男,1
45090057,哈尔滨,女,0
92919955,深圳,女,0
70464510,哈尔滨,女,0
50059652,北京,女,3
2207901,北京,女,2
6880409,武汉,男,1
91508506,哈尔滨,女,0
14072009,上海,女,1
88144926,深圳,女,0
44284922,重庆,男,3
40882466,武汉,男,1
35272772,上海,女,2
76545026,深圳,男,2
22522908,北京,女,0
59090816,深圳,女,2
8091178,哈尔滨,女,2
20011001,哈尔滨,女,2
11704102,上海,女,0
51578151,重庆,男,2
29658056,哈尔滨,男,1
29016906,哈尔滨,女,1
33294829,成都,女,1
17760120,成都,男,0
5785674,上海,男,3
8970102,重庆,男,0
6092681,深圳,女,3
18082710,哈尔滨,男,2
71072178,重庆,女,1
8550045,武汉,男,3
90474029,武汉,女,3
20428564,重庆,女,1
60196645,成都,女,3
14727006,北京,男,0
90121080,深圳,男,3
11610806,兰州,女,1
44687048,哈尔滨,女,2
82765950,深圳,女,1
19859005,重庆,女,3
60790880,成都,男,0
94579911,重庆,男,0
40276079,成都,男,2
24680905,成都,女,2
2766506,兰州,男,3
9046557,北京,男,3
80674187,重庆,女,2
59200898,重庆,女,1
47005916,哈尔滨,女,1
60807900,深圳,男,1
67777842,兰州,女,0
1680108,武汉,女,3
5984470,成都,男,1
29578792,重庆,男,1
67100965,成都,女,2
40150588,深圳,男,2
9029589,上海,男,3
50170446,哈尔滨,男,2
58429477,深圳,男,1
12610677,上海,男,1
74296971,成都,女,2
48817626,武汉,男,2
50978026,兰州,男,2
96706584,成都,女,3
40461,北京,男,3
17108258,北京,男,0
67607005,重庆,女,1
9970092,北京,女,3
80785021,深圳,男,3
50090248,哈尔滨,男,3
59227774,深圳,男,1
88607446,上海,女,2
64001200,重庆,男,3
32975161,成都,男,1
10468120,重庆,女,1
1109117,北京,男,2
77046988,武汉,男,1
90105900,北京,男,1
22004409,北京,女,2
69227591,成都,男,2
68860001,哈尔滨,女,2
5564160,上海,女,3
2960446,成都,女,0
78120705,重庆,男,3
1974000,北京,男,3
72151708,上海,女,0
98029111,重庆,女,3
30494868,重庆,男,3
26709114,武汉,女,1
52746049,哈尔滨,男,3
80981100,深圳,男,3
56460201,深圳,男,1
84027805,兰州,女,1
80956112,成都,男,0
6504756,北京,男,2
86909490,武汉,男,0
80892286,重庆,男,2
85616091,深圳,女,1
2141047,重庆,女,1
20090848,武汉,男,1
67070670,武汉,女,3
69952822,哈尔滨,男,1
60180741,兰州,女,1
51086004,深圳,女,1
10990510,哈尔滨,男,1
79082549,重庆,女,0
55697194,哈尔滨,女,3
1484015,上海,女,0
40917868,成都,女,0
97766826,成都,男,2
94268908,重庆,男,2
58890070,兰州,女,2
79519010,北京,女,3
50577207,武汉,男,0
5174100,武汉,女,2
27447652,北京,女,0
50492012,成都,男,2
70068705,哈尔滨,男,1
78077782,成都,男,0
61062416,北京,女,1
24687815,上海,女,2
96867148,武汉,女,1
4521280,北京,女,0
58954090,重庆,女,0
44092160,武汉,女,0
57700655,重庆,女,1
91100810,重庆,女,1
40965568,武汉,女,2
22044877,武汉,男,2
47249700,深圳,女,1
1470192,哈尔滨,女,0
47052148,北京,女,2
67856695,哈尔滨,女,0
20640447,深圳,男,2
89724758,成都,男,3
98716860,武汉,男,3
58776466,武汉,女,1
91890200,武汉,男,1
54259524,武汉,女,2
45881690,深圳,女,1
22107055,成都,女,2
6570605,上海,男,0
66604409,深圳,男,2
15670795,哈尔滨,女,0
41062158,成都,男,1
76155607,兰州,男,1
29441455,武汉,男,0
50860108,北京,男,2
20471580,深圳,女,3
2686409,深圳,女,0
11940965,重庆,男,0
94540641,重庆,男,1
10000996,哈尔滨,女,2
64640202,兰州,男,1
9666890,深圳,女,2
84511060,重庆,男,3
78050925,深圳,男,2
5811800,上海,女,1
76762220,北京,男,3
21016910,武汉,女,1
67458145,武汉,男,3
59945070,重庆,男,0
14107405,哈尔滨,男,1
58866957,重庆,男,3
12092610,北京,女,2
22785252,武汉,男,1
2495995,哈尔滨,女,0
49690994,上海,男,1
32787142,成都,女,3
46425808,北京,男,3
89452457,成都,女,3
70026420,兰州,男,0
42278270,上海,女,2
62554888,武汉,男,0
68466069,哈尔滨,男,3
91882911,武汉,女,3
10895098,兰州,女,0
40716615,成都,男,0
9967986,兰州,女,1
88767142,武汉,男,0
15800817,上海,女,3
25509,兰州,男,2
58429421,兰州,女,1
29200208,哈尔滨,女,0
25067455,上海,男,0
79088287,哈尔滨,女,2
17186658,重庆,男,1
90160707,武汉,男,0
91058400,武汉,女,1
7000994,武汉,女,1
25920611,上海,女,0
84019524,成都,女,2
8118562,重庆,女,1
70565629,兰州,男,1
69812040,北京,女,0
98067276,深圳,男,1
14414189,成都,男,0
18278445,北京,男,1
64651901,重庆,女,2
14044408,重庆,女,2
84110147,哈尔滨,女,2
92887097,成都,男,1
26608162,深圳,男,3
90495450,北京,男,1
82780605,兰州,女,0
38967265,上海,女,2
9069015,深圳,女,0
84058980,重庆,女,0
50226627,哈尔滨,男,0
40010787,深圳,女,2
69401862,兰州,女,3
6291201,深圳,男,1
78096654,哈尔滨,男,0
7991700,哈尔滨,女,0
40004121,上海,女,2
8609854,深圳,女,3
2608524,上海,女,3
96086166,成都,男,2
2679500,哈尔滨,男,1
76290871,北京,男,0
84059622,成都,女,3
22586061,哈尔滨,女,0
71172217,上海,男,1
11249561,哈尔滨,女,3
86902924,武汉,男,2
10076274,武汉,女,1
10144151,深圳,男,0
45498072,兰州,女,0
8820126,哈尔滨,男,1
95426404,武汉,男,1
50499672,重庆,男,2
7002980,北京,女,2
42072854,北京,男,3
77610707,兰州,男,0
99968975,兰州,女,3
18847126,深圳,男,0
74962471,哈尔滨,男,3
67850582,哈尔滨,女,2
82170870,深圳,女,1
62708952,成都,女,0
7100495,北京,男,1
91220742,上海,女,2
21605458,成都,女,0
50802490,上海,女,0
5450822,兰州,女,3
55121998,武汉,女,1
1055797,成都,女,1
91287005,武汉,男,2
32491868,上海,男,2
11474028,北京,女,3
45056041,武汉,男,3
80056462,重庆,女,2
17442014,深圳,男,1
57256062,上海,男,0
20489065,成都,男,3
41056848,北京,男,1
96020049,深圳,男,3
8005591,哈尔滨,女,1
70278051,上海,男,3
608802,深圳,男,1
24425950,上海,男,1
60780008,重庆,女,1
67517804,北京,女,0
95647875,重庆,女,0
4765560,深圳,女,1
14417694,北京,男,1
59272759,北京,女,0
60926601,兰州,女,0
51007910,重庆,男,3
85884849,哈尔滨,女,2
94074225,北京,女,3
77600560,成都,女,3
27609510,成都,女,2
67191281,武汉,女,0
20516,北京,女,2
44086857,兰州,女,1
69020024,成都,男,0
10600505,深圳,男,3
31784471,成都,男,3
44615410,上海,男,2
44140871,上海,女,0
69104807,哈尔滨,男,3
67008204,哈尔滨,男,1
8255064,兰州,男,1
22816020,北京,女,1
87940695,重庆,男,1
31251956,北京,男,3
55120028,上海,女,2
26272970,上海,男,3
79200900,兰州,男,1
15972709,哈尔滨,男,3
30777521,重庆,女,3
69862771,深圳,男,2
66875124,兰州,女,2
17242959,兰州,男,1
77400757,深圳,男,0
74729271,兰州,男,3
9688459,上海,女,2
40147640,兰州,男,1
47446275,武汉,女,0
90972719,兰州,女,3
60220778,重庆,男,0
94099000,重庆,男,1
42116706,成都,女,3
60217520,哈尔滨,男,1
88409815,重庆,男,0
40056552,上海,女,0
44282680,北京,男,3
86001818,重庆,男,0
39759485,重庆,女,1
16901066,重庆,女,2
5214188,重庆,男,3
45498219,成都,男,3
74709676,兰州,女,2
20090945,成都,男,0
14525096,兰州,男,1
80876602,武汉,女,2
97702072,上海,女,0
89105681,北京,男,1
98909776,重庆,女,0
76608020,成都,男,1
10881521,成都,女,0
34248497,兰州,女,2
46754881,北京,女,0
75890602,武汉,男,2
78280892,哈尔滨,女,1
70800507,北京,男,3
64618976,重庆,女,0
26820649,兰州,女,0
48702001,成都,男,1
46441740,重庆,女,2
18502000,深圳,女,0
91065150,深圳,男,1
24007587,上海,女,2
47702084,重庆,男,2
29009001,北京,男,0
11150694,北京,女,3
81748556,兰州,男,3
59724758,重庆,男,2
79209442,北京,女,0
28891880,深圳,女,1
55882562,北京,女,1
89494415,深圳,男,1
7984500,成都,女,0
31858926,重庆,男,3
27158008,武汉,女,1
650752,成都,男,3
75080642,上海,女,0
56658072,武汉,女,2
69697296,兰州,男,1
91560186,深圳,男,0
10259688,重庆,男,0
97751598,哈尔滨,男,1
44647114,武汉,女,3
52600757,深圳,男,0
49491708,成都,男,3
29454104,兰州,男,3
32678788,哈尔滨,女,2
49965716,哈尔滨,女,0
25262477,上海,男,3
76005949,深圳,男,1
90472175,重庆,男,3
97101906,深圳,女,2
4220241,哈尔滨,男,0
97580256,上海,男,2
52247884,北京,女,0
16990800,兰州,男,3
10190980,兰州,男,2
14797719,上海,男,1
48796260,重庆,女,2
50029900,北京,男,2
75740209,重庆,男,0
52548669,成都,男,3
18776849,哈尔滨,女,3
78861210,北京,男,0
49508727,深圳,女,1
26528159,武汉,男,1
4824046,兰州,女,0
8545670,深圳,男,0
59099477,北京,男,2
79410949,北京,男,0
87716500,成都,男,1
11974506,重庆,男,0
66500280,上海,女,0
544048,武汉,男,1
28701808,成都,女,1
8405000,武汉,女,0
21260025,成都,男,0
12215578,成都,女,1
26950821,北京,男,3
20887057,深圳,女,3
85296210,兰州,女,1
40902474,武汉,女,1
57798600,武汉,男,2
5291050,哈尔滨,女,0
58065506,深圳,男,3
22789010,上海,男,0
40020225,深圳,男,1
86720049,武汉,女,3
87156090,哈尔滨,男,3
19100754,武汉,女,1
5404128,深圳,女,1
79007084,深圳,女,2
90400198,武汉,女,3
71090604,北京,女,1
94065458,哈尔滨,男,0
66022018,深圳,男,2
60248914,北京,女,2
9908010,北京,男,1
90405950,成都,男,2
220970,北京,男,3
25849410,哈尔滨,女,2
77745905,重庆,女,3
4877098,成都,女,1
21907129,重庆,女,2
19275688,武汉,男,1
66467821,哈尔滨,女,2
82790796,兰州,男,0
9482515,重庆,男,1
1880571,北京,女,3
7602049,深圳,男,3
5807270,兰州,女,2
2106766,上海,女,2
71089680,武汉,男,2
39261696,兰州,女,3
60711616,重庆,女,2
67446607,成都,男,2
50084109,武汉,男,0
30289811,重庆,女,3
14185664,武汉,男,1
70766545,北京,女,3
65057100,武汉,女,1
7781720,哈尔滨,女,3
98440018,哈尔滨,女,1
91600840,重庆,男,1
64414010,北京,女,1
79257850,哈尔滨,男,0
2480025,深圳,女,0
86562082,深圳,男,3
98902890,武汉,女,1
51988284,上海,女,0
57241681,北京,女,3
2028707,兰州,女,0
12940229,北京,女,2
90040815,北京,男,0
51069000,兰州,女,1
50882002,成都,女,3
50149075,北京,女,0
91679994,武汉,男,1
55001059,兰州,男,1
88857694,北京,女,2
24262025,哈尔滨,男,3
81215598,深圳,女,1
62898715,北京,女,1
11658728,上海,女,3
4067717,武汉,女,0
66476078,武汉,男,0
4926680,重庆,男,0
85064928,深圳,女,1
71100862,重庆,男,1
65820716,哈尔滨,女,1
91705017,哈尔滨,女,0
66094020,重庆,男,0
16206157,北京,男,0
5757405,上海,女,2
1152625,深圳,女,3
64561825,深圳,女,2
94092252,哈尔滨,女,0
95960059,深圳,女,3
61748027,上海,女,1
40891074,武汉,男,0
60245000,北京,男,3
12910954,兰州,女,2
80100204,哈尔滨,女,3
70261049,北京,男,1
15796497,上海,男,0
88599858,上海,男,3
85250141,深圳,女,1
90167806,武汉,男,3
42180728,深圳,女,1
45158048,重庆,女,2
20574246,深圳,女,2
22584126,武汉,女,1
90540949,北京,男,3
79151106,重庆,男,2
69956025,北京,男,1
89508926,重庆,女,0
6200268,武汉,女,3
97482609,上海,女,0
41624764,哈尔滨,男,2
220486,北京,女,0
91627907,重庆,女,2
85975419,武汉,女,2
47247106,兰州,男,2
59064477,武汉,男,0
25052845,成都,男,3
89019586,重庆,女,2
1794867,深圳,男,0
14016988,哈尔滨,女,3
59550740,兰州,女,0
80992580,上海,女,1
4159178,成都,男,3
28084496,深圳,女,1
70520455,武汉,女,2
8045254,深圳,男,0
149208,成都,男,0
67720699,成都,女,2
5858002,上海,男,3
1880504,上海,女,3
64005682,深圳,男,3
72920872,成都,女,3
49778505,成都,女,0
28447102,成都,男,0
82808629,上海,女,3
96970081,兰州,男,3
59465688,上海,女,0
91871062,北京,女,2
75951522,兰州,女,3
14012845,上海,男,2
71096077,武汉,男,1
82417748,哈尔滨,男,0
75717669,上海,男,0
60600570,上海,女,3
80400909,武汉,男,2
21195727,上海,女,2
16770000,武汉,女,2
60104426,兰州,女,0
78972120,重庆,男,2
1114746,北京,女,0
68079076,哈尔滨,女,0
57674057,成都,女,1
52570677,哈尔滨,男,1
21252146,重庆,女,2
65812855,北京,男,1
8274867,兰州,女,3
85991486,武汉,女,2
1788026,成都,男,0
4892470,重庆,男,2
20074748,上海,女,0
77209820,上海,男,2
60419272,成都,女,2
90522177,上海,男,1
57842151,哈尔滨,男,2
9750117,哈尔滨,男,1
90072097,哈尔滨,女,3
26868220,重庆,男,0
4666810,兰州,男,0
94962908,深圳,男,1
59849090,哈尔滨,男,3
69026204,成都,男,2
26098275,深圳,男,0
20051095,北京,男,2
75814421,武汉,女,1
68557809,北京,男,3
95676475,兰州,女,0
50449495,哈尔滨,女,3
79161852,兰州,男,3
27660250,重庆,男,2
7990146,北京,男,2
5008121,深圳,女,1
66018108,重庆,男,2
47972496,上海,女,0
44466584,北京,男,1
32974544,北京,男,0
69156512,上海,男,0
82224810,北京,女,2
85170440,兰州,男,2
14402,武汉,女,2
79006028,武汉,男,3
156807,成都,女,3
80656259,武汉,男,3
4801704,武汉,女,1
70605456,上海,男,3
40026546,武汉,男,0
24962481,成都,女,0
90471467,深圳,男,3
49729795,成都,女,1
80925262,成都,男,0
95740978,深圳,女,0
99627002,北京,女,0
70976129,北京,女,0
51226082,成都,女,1
82662220,哈尔滨,女,1
20479774,武汉,男,0
40527690,武汉,女,3
11801194,深圳,男,3
70708605,成都,女,1
82784522,成都,女,1
65286124,成都,女,1
80997522,成都,女,0
58665259,北京,女,1
5824075,哈尔滨,男,1
69248004,哈尔滨,男,1
81572670,上海,女,1
87554271,哈尔滨,男,0
85187265,成都,女,0
95972495,深圳,女,2
79719166,兰州,男,1
67001141,北京,女,0
24016787,成都,女,3
97721449,兰州,女,1
70480416,深圳,男,0
5071590,武汉,男,3
31155865,北京,女,0
61286666,武汉,男,0
91748064,兰州,女,3
16056567,上海,女,2
92047152,武汉,男,3
77270694,重庆,女,3
4900504,哈尔滨,男,1
17044258,武汉,女,3
80195760,深圳,男,0
19005778,成都,男,2
78740604,哈尔滨,女,0
79502649,北京,女,3
25008405,成都,男,2
40917060,深圳,女,1
71804797,上海,女,1
69871101,重庆,女,0
2629472,兰州,女,3
96070020,上海,男,1
22018242,武汉,女,1
68749989,北京,女,0
87665718,重庆,女,0
97095259,兰州,女,0
90449277,武汉,男,3
99400457,兰州,女,1
71041805,深圳,女,0
4714200,哈尔滨,女,1
99574052,北京,女,3
62196269,北京,男,2
70166469,上海,男,3
16997419,成都,男,2
36175416,兰州,男,2
24546021,北京,男,0
99510547,上海,男,2
22961647,武汉,女,0
200024,深圳,女,3
68156176,兰州,女,0
14492956,武汉,男,1
89060740,北京,男,2
22716976,重庆,男,0
70561900,上海,男,0
14240280,重庆,男,1
71165967,哈尔滨,女,2
46576404,北京,女,0
9422086,兰州,男,0
24219650,兰州,女,3
6692008,成都,女,3
96974089,成都,女,0
70071507,上海,男,3
72691180,上海,男,2
64607880,上海,男,0
92008204,成都,女,3
40816010,兰州,男,2
21799485,武汉,女,3
87206925,成都,男,2
6066702,深圳,男,1
19765971,武汉,男,1
36587728,深圳,男,1
89612720,哈尔滨,男,1
60955155,北京,女,1
2849172,深圳,女,2
12124201,上海,女,0
80240507,兰州,女,2
60709252,武汉,女,3
4400061,深圳,女,2
4090906,兰州,男,3
20000156,北京,男,2
29974200,哈尔滨,女,2
12100441,上海,男,0
1180145,成都,男,0
95800812,哈尔滨,男,2
70857211,重庆,女,3
77998179,哈尔滨,女,0
12514690,兰州,女,1
79401098,武汉,女,1
90628040,兰州,女,2
76048986,哈尔滨,女,3
25514717,上海,女,1
78075025,重庆,男,3
26989209,北京,男,2
19001618,哈尔滨,女,0
20815686,北京,女,1
27422167,兰州,男,3
84020014,北京,女,1
2800011,深圳,男,3
24080721,武汉,男,0
56491945,武汉,男,0
50527707,上海,男,0
66560474,北京,男,1
96000585,深圳,男,0
29717805,北京,男,1
84112454,武汉,女,1
62585471,上海,女,2
60896506,北京,男,3
91892690,成都,男,1
60281162,北京,男,3
48726171,成都,男,3
10854257,重庆,女,3
22571714,重庆,女,0
65941095,北京,女,1
84597171,重庆,女,1
25947557,上海,男,1
62994449,成都,男,3
86811766,深圳,女,3
66508029,哈尔滨,女,0
60959795,上海,女,0
24008220,重庆,女,2
2576096,北京,女,3
61105817,成都,女,3
96428100,成都,男,1
8764158,北京,女,3
96245022,哈尔滨,男,1
17110009,上海,女,3
46912204,深圳,女,1
5004969,重庆,女,2
56505000,兰州,女,1
22017492,哈尔滨,女,2
71101591,哈尔滨,男,1
6056142,哈尔滨,女,1
65850282,武汉,女,1
11969079,上海,女,0
7099686,哈尔滨,男,2
6602708,重庆,女,1
48270058,重庆,男,3
18844228,兰州,女,2
16412525,重庆,女,3
50020557,重庆,女,1
50920001,北京,男,3
24656170,武汉,男,1
14799872,北京,男,0
5410012,重庆,女,0
25160847,哈尔滨,女,0
79670209,重庆,男,2
75165005,深圳,女,1
26004694,重庆,女,3
64691059,哈尔滨,女,1
60106074,上海,女,1
96009040,北京,男,2
72609801,成都,女,2
95045189,深圳,女,3
96805719,重庆,女,3
92961115,深圳,女,0
90028121,武汉,女,3
44994104,成都,女,0
4286869,上海,男,1
7002675,成都,女,1
79208160,兰州,女,2
17645906,兰州,女,3
71177020,武汉,女,1
56140269,兰州,男,2
88490441,兰州,男,1
90806760,哈尔滨,女,2
86874010,北京,男,3
49060456,上海,女,3
6042040,深圳,男,2
690401,北京,女,1
59177429,兰州,男,2
22005504,深圳,男,2
67989665,重庆,男,2
70682040,武汉,女,3
94501891,深圳,男,3
20495046,成都,女,1
54075760,兰州,女,0
58909254,兰州,男,0
98678798,北京,女,2
7821105,重庆,男,3
66426064,北京,男,0
62217721,武汉,女,3
9405551,上海,男,0
80879158,哈尔滨,男,2
26082457,上海,女,3
70729491,重庆,男,0
91208895,武汉,女,0
84447765,上海,男,3
60971904,哈尔滨,男,0
5707154,兰州,女,1
57011182,上海,男,0
7692080,重庆,女,2
7607820,北京,男,3
54004551,武汉,女,0
4515507,北京,女,3
14062818,哈尔滨,男,1
50961080,哈尔滨,女,3
57572507,北京,男,3
97554121,北京,男,3
15168794,兰州,女,3
59587561,兰州,男,1
17899810,重庆,男,1
91721984,北京,男,2
95517841,兰州,男,2
76767707,重庆,女,1
12788795,武汉,男,2
44777060,上海,女,3
20960715,北京,男,3
80700075,深圳,女,2
14080101,上海,女,1
65620947,哈尔滨,男,1
67217097,北京,男,0
25785076,哈尔滨,男,1
34589611,重庆,男,1
61575055,哈尔滨,女,0
28280945,武汉,女,3
75077628,重庆,男,0
40290180,上海,男,1
75048096,深圳,男,1
41124060,武汉,女,2
90220,上海,女,0
58774708,重庆,女,2
88204108,成都,女,3
20800525,兰州,女,3
64802820,成都,男,0
36178984,深圳,女,1
19580065,北京,女,0
95029226,深圳,男,1
1568890,重庆,男,0
77016998,成都,女,2
4118188,武汉,女,0
60057095,哈尔滨,男,1
7656511,兰州,男,3
60672072,兰州,男,1
62009088,北京,男,3
26911060,上海,女,0
79627501,兰州,男,3
21027585,哈尔滨,女,3
2782220,重庆,男,2
69999044,重庆,男,1
56071686,成都,男,2
50841076,上海,女,2
40295477,成都,女,2
710800,武汉,女,1
54778057,深圳,男,3
12600056,兰州,男,2
91509685,兰州,女,3
10151079,哈尔滨,女,0
2560954,北京,男,1
1245904,上海,男,3
86107767,成都,男,1
47927058,上海,男,2
39199455,武汉,男,0
55806041,上海,男,2
8185792,哈尔滨,男,3
84202842,成都,男,1
67055202,兰州,女,2
56242101,重庆,男,0
49794544,兰州,女,2
35197687,深圳,男,0
59895420,重庆,女,1
64002287,北京,男,0
81281776,武汉,女,0
98520007,北京,男,3
5106486,北京,男,1
89016206,上海,女,1
70800972,兰州,男,2
98628542,北京,女,3
50602910,兰州,女,1
24500642,武汉,男,1
49604550,兰州,女,3
78600279,重庆,男,0
96297708,成都,男,2
20096879,重庆,男,2
91611920,重庆,女,0
49780878,武汉,女,1
80494947,兰州,男,3
66891850,哈尔滨,男,3
42562007,北京,男,1
5606821,北京,男,3
4296520,兰州,男,0
70080887,重庆,女,0
50700721,武汉,女,3
12590757,重庆,男,3
49092114,兰州,女,2
92987761,重庆,男,3
30785997,重庆,女,3
1098474,兰州,女,2
70508607,兰州,女,1
96071558,上海,女,0
51762990,成都,男,1
89520000,深圳,女,0
80098894,深圳,女,3
24111624,兰州,男,0
45285614,上海,女,2
50207511,北京,男,0
11011101,深圳,女,3
11400964,深圳,男,3
69417024,深圳,男,3
88868409,重庆,女,1
8551017,武汉,男,2
9240642,哈尔滨,女,2
6460949,重庆,女,3
21065210,重庆,女,0
5896410,兰州,男,0
55260968,上海,女,2
99169822,深圳,女,0
51208209,重庆,男,2
59200075,武汉,男,1
71679977,兰州,男,1
24602002,上海,男,3
79595874,哈尔滨,女,3
68570994,上海,男,1
10680948,哈尔滨,男,1
69654782,成都,男,0
5514986,北京,女,2
20702514,北京,男,1
75977894,上海,女,2
47994099,深圳,女,0
82675489,北京,男,1
7160599,北京,女,0
75618217,上海,女,0
51067966,成都,男,0
57975056,哈尔滨,女,0
95714980,哈尔滨,女,1
20650590,重庆,男,1
17707051,哈尔滨,女,2
25710605,上海,男,0
15998072,重庆,男,0
7616159,上海,女,2
3199624,武汉,男,0
14061869,北京,女,1
33526568,重庆,男,2
48172086,深圳,男,0
84722180,兰州,男,0
7117040,深圳,女,1
85202001,兰州,女,2
78649447,哈尔滨,女,2
30766541,上海,女,2
44476497,哈尔滨,男,0
32877981,成都,女,0
1578655,武汉,男,0
14258507,哈尔滨,男,0
91690291,重庆,男,3
95908980,深圳,女,1
7026,重庆,男,1
75129771,上海,女,1
12212000,深圳,女,2
95480074,重庆,女,0
27748004,哈尔滨,女,1
20515094,兰州,男,1
34957729,武汉,女,0
9041050,上海,女,2
10059704,兰州,男,2
4577620,重庆,男,3
10996447,深圳,男,1
7090025,兰州,女,3
9640516,深圳,女,0
98954710,兰州,男,1
33475296,北京,男,2
51400172,上海,女,3
94901004,上海,女,1
10400148,北京,女,0
82185049,武汉,女,1
60905010,武汉,女,0
64020640,武汉,男,0
16147042,武汉,女,2
58081162,北京,男,3
15990508,哈尔滨,男,2
85520926,上海,女,1
51716589,兰州,女,2
12722279,兰州,女,0
59406040,上海,男,0
